trade_index,candle,price_indexed,fee_bps,fee_ab_bps,fee_ba_bps
233,670,1.0606252123906086,32.67,27.16,32.84
234,674,1.0506596359257707,27.16,27.33,32.67
235,676,1.0653915034346775,32.67,26.94,33.06
236,678,1.0514020527727224,26.94,27.3,32.7
237,679,1.0471074120444752,27.3,27.5,32.5
238,681,1.043862961966717,27.5,27.65,32.35
239,691,1.0531101093896114,32.35,27.51,32.49
240,692,1.0645434381418024,32.49,26.97,33.03
241,695,1.068344998940903,33.03,26.8,33.2
242,704,1.0592125468370388,26.8,26.92,33.08
243,707,1.0568650475845862,26.92,27.03,32.97
244,710,1.053671040836623,27.03,27.18,32.82
245,712,1.0642441412044366,32.82,26.99,33.01
246,716,1.0677984303640313,33.01,26.83,33.17
247,719,1.0538064820493755,26.83,27.18,32.82
248,720,1.0517241804527409,27.18,27.27,32.73
249,724,1.0487989302240217,27.27,27.4,32.6
250,728,1.0626195224705264,32.6,27.05,32.95
251,729,1.068963129817641,32.95,26.76,33.24
252,740,1.0713163370598822,33.24,26.66,33.34
253,741,1.0734422870947553,33.34,26.57,33.43
254,742,1.0764953838046605,33.43,26.43,33.57
255,743,1.0832482946275463,33.57,26.12,33.88
256,751,1.0886866511173674,33.88,25.88,34.12
257,754,1.0962968935193345,34.12,25.54,34.46
258,755,1.1006570961791524,34.46,25.35,34.65
259,756,1.108254347931988,34.65,25.01,34.99
260,758,1.1227055488512945,34.99,24.37,35.63
261,759,1.1353405013430413,35.63,23.82,36.18
262,767,1.1196890292434976,23.82,24.21,35.79
263,770,1.111961899067859,24.21,24.55,35.45
264,771,1.109839140546807,24.55,24.64,35.36
265,772,1.106653594854283,24.64,24.78,35.22
266,777,1.1165553335316467,35.22,24.64,35.36
267,781,1.1030917510566858,24.64,24.94,35.06
268,788,1.117675787139112,35.06,24.59,35.41
269,791,1.1065554524351295,24.59,24.79,35.21
270,794,1.1004539828141426,24.79,25.06,34.94
271,795,1.0973917740931014,25.06,25.19,34.81
272,802,1.1077023766541159,34.81,25.03,34.97
273,803,1.115250288772017,34.97,24.7,35.3
274,812,1.1043312178227092,24.7,24.89,35.11
275,817,1.1136642485991983,35.11,24.77,35.23
276,821,1.115783222143795,35.23,24.68,35.32
277,822,1.1206611148802292,35.32,24.47,35.53
278,824,1.1235518022920612,35.53,24.35,35.65
279,826,1.109455718079342,24.35,24.68,35.32
280,833,1.1070248737795956,24.68,24.78,35.22
281,834,1.1031675247277608,24.78,24.95,35.05
282,835,1.089653738059947,24.95,25.56,34.44
283,841,1.0817835956204824,25.56,25.91,34.09
284,842,1.077595197265355,25.91,26.1,33.9
285,855,1.091402412809876,33.9,25.77,34.23
286,857,1.103061374320931,34.23,25.24,34.76
287,870,1.0901136207629303,25.24,25.53,34.47
288,882,1.0990262505576063,34.47,25.43,34.57
289,883,1.106374679715414,34.57,25.1,34.9
290,898,1.1114728245246808,34.9,24.88,35.12
291,905,1.1025204107787192,24.88,24.98,35.02
292,907,1.1112170856089618,35.02,24.89,35.11
293,910,1.10256751267098,24.89,24.98,35.02
294,916,1.0984886884296425,24.98,25.16,34.84
295,944,1.1085031057206869,34.84,25.01,34.99
296,949,1.1111448587771031,34.99,24.9,35.1
297,960,1.1005106339081547,24.9,25.08,34.92
298,962,1.094139521412973,25.08,25.36,34.64
299,963,1.0788228658262293,25.36,26.06,33.94
300,967,1.0749771959763537,26.06,26.23,33.77
301,968,1.0683005385627022,26.23,26.54,33.46
302,971,1.0587975487807633,26.54,26.98,33.02
303,975,1.0684259561187681,33.02,26.83,33.17
304,976,1.0736153757489437,33.17,26.59,33.41
305,978,1.0759798021786295,33.41,26.49,33.51
306,990,1.0842926748688668,33.51,26.11,33.89
307,992,1.0893443989397018,33.89,25.88,34.12
308,995,1.0940786791982282,34.12,25.67,34.33
309,1009,1.0770815054716498,25.67,26.15,33.85
310,1026,1.0860472492346425,33.85,26.04,33.96
311,1028,1.0897174504520086,33.96,25.88,34.12
312,1037,1.093782311886184,34.12,25.7,34.3
313,1041,1.0971047499336672,34.3,25.55,34.45
314,1051,1.0994816302976604,34.45,25.45,34.55
315,1053,1.0860995516923724,25.45,25.76,34.24
316,1059,1.095206019611949,34.24,25.65,34.35
317,1060,1.0978254949024573,34.35,25.54,34.46
318,1064,1.1023507989651389,34.46,25.34,34.66
319,1071,1.0901248518777094,25.34,25.59,34.41
320,1079,1.0986286986424134,34.41,25.51,34.49
321,1080,1.0876697940893392,25.51,25.71,34.29
322,1081,1.0966082684886764,34.29,25.61,34.39
323,1082,1.0879720716387424,25.61,25.7,34.3
324,1087,1.09890445240665,34.3,25.5,34.5
325,1090,1.1021569727119038,34.5,25.36,34.64
326,1091,1.1060294092904683,34.64,25.19,34.81
327,1093,1.1089079085676186,34.81,25.07,34.93
