minute,median,p25,p75,pair
959,10581.263416319342,4843.943845494993,23295.124670756926,ETH/SHIB
960,10629.723107982547,4872.503840836064,23437.338290177697,ETH/SHIB
961,10678.978637492964,4955.9086399423095,23829.453249493014,ETH/SHIB
962,10939.390047067887,5014.159004317423,24239.873234392086,ETH/SHIB
963,10996.164183501129,5061.38390227948,24410.215625630513,ETH/SHIB
964,11064.465723446921,5124.131033856168,24890.13268214958,ETH/SHIB
965,11127.18661795,5137.760119388701,25116.828632340428,ETH/SHIB
966,11270.383035196748,5169.928892255093,25394.122166151625,ETH/SHIB
967,11367.830383090877,5181.126722502912,25421.770417261352,ETH/SHIB
968,11301.164355499095,5079.192344867674,25265.737072739423,ETH/SHIB
969,11300.756888108057,5082.306816565134,25251.607304933117,ETH/SHIB
970,11262.290915832795,5015.064020808951,25271.394259848126,ETH/SHIB
971,11211.672253685298,4979.361734463036,24966.42717084498,ETH/SHIB
972,11117.648339308867,4959.44702546417,24896.871826942377,ETH/SHIB
973,11089.989994180272,4931.8054874596255,24662.18104120057,ETH/SHIB
974,10998.42403153885,4915.280917918657,24188.228617269422,ETH/SHIB
975,10990.356487737092,4906.611019622213,23948.574853735412,ETH/SHIB
976,10908.91661379798,4863.738391468769,23678.393264187976,ETH/SHIB
977,10754.376860487699,4830.763884461765,23379.383807711954,ETH/SHIB
978,10717.668847017922,4784.789151868023,23249.881928291034,ETH/SHIB
979,10739.340598213459,4737.418356175897,23024.169478965363,ETH/SHIB
980,10701.659019071465,4707.913541829165,23035.873411730605,ETH/SHIB
981,10567.16294511155,4649.921165626803,22950.01925884901,ETH/SHIB
982,10462.436986631552,4624.819855705236,23025.295445106978,ETH/SHIB
983,10406.072982566695,4610.644255643379,22887.50610254558,ETH/SHIB
984,10426.826627940025,4566.583180450597,22874.653749942107,ETH/SHIB
985,10412.858140679868,4573.265992374212,22658.93911198864,ETH/SHIB
986,10314.58813865372,4571.703883859591,22587.342849108016,ETH/SHIB
987,10298.804220157184,4556.757986253506,22427.62346288948,ETH/SHIB
988,10236.934561865444,4525.193806852696,22424.336444481134,ETH/SHIB
989,10223.936286906197,4522.209937443103,22422.977665903843,ETH/SHIB
990,10170.106731020807,4516.650881562422,22468.62993642349,ETH/SHIB
991,10192.274502768922,4498.931499549074,22504.63670161048,ETH/SHIB
992,10165.757438106562,4492.472759970746,22419.2839475568,ETH/SHIB
993,10151.663233942769,4508.866099861093,22321.163963323223,ETH/SHIB
994,10069.316864595572,4492.23394363629,22119.991142141676,ETH/SHIB
995,10078.369770351737,4498.988508445013,21903.60735646127,ETH/SHIB
996,10114.566500549116,4511.255367717549,21709.30078054499,ETH/SHIB
997,10097.994014347525,4504.920664537468,21615.832657009138,ETH/SHIB
998,10001.383161978132,4469.1392831523435,21414.240799694053,ETH/SHIB
999,9908.895687335807,4461.273221779402,21272.422636786283,ETH/SHIB
1000,9834.234755031199,4433.670376108711,21407.832098445007,ETH/SHIB
1001,9774.634305699738,4368.412617070735,21183.926686014023,ETH/SHIB
1002,9706.875088996401,4303.91476154736,20996.6595919405,ETH/SHIB
1003,9666.544582179778,4244.681330088445,21017.62190620742,ETH/SHIB
1004,9559.163451007526,4164.080388825279,20753.323671591454,ETH/SHIB
1005,9514.229383827163,4104.810826656574,20596.44537238852,ETH/SHIB
1006,9423.325530298516,4072.4810564228414,20194.033163651355,ETH/SHIB
1007,9342.601225171598,4047.5657197177497,20097.171350973607,ETH/SHIB
1008,9269.428053610338,4017.3133938077126,19862.457683055887,ETH/SHIB
1009,9202.19483005507,3963.2492827323244,19764.94719818657,ETH/SHIB
1010,9086.783169875644,3924.9156874519967,19477.02906503851,ETH/SHIB
1011,9013.676970266793,3875.768616859586,19359.51012297403,ETH/SHIB
1012,8907.775982983982,3857.732725105653,19209.506086302925,ETH/SHIB
1013,8931.42708273662,3883.6090657751524,19249.624572626155,ETH/SHIB
1014,8800.23256513701,3860.877123052242,19263.221351640073,ETH/SHIB
1015,8780.985406129003,3882.9432646439745,18950.478822321802,ETH/SHIB
1016,8786.220594123955,3927.8569461412003,18917.420373862475,ETH/SHIB
1017,8766.903416603198,3989.1143029412337,18818.558833985822,ETH/SHIB
1018,8695.180566832994,4023.0316648083713,18540.762134557837,ETH/SHIB
1019,8722.332562539954,4044.1697461400454,18583.31056634729,ETH/SHIB
1020,8724.924748966312,4074.0711670023356,18497.30051893704,ETH/SHIB
1021,8742.70388573211,4116.865243220429,18565.108719524982,ETH/SHIB
1022,8770.025263530822,4105.91098459708,18530.10956603492,ETH/SHIB
1023,8752.515378997483,4094.7209554327324,18502.69394291554,ETH/SHIB
1024,8737.636160149272,4133.061381940796,18500.637561120613,ETH/SHIB
1025,8760.58956210906,4150.88946136837,18738.720405963675,ETH/SHIB
1026,8779.582902639619,4196.844423951124,18873.347230872467,ETH/SHIB
1027,8793.248210814101,4194.880441542853,18819.093389813213,ETH/SHIB
1028,8704.476160277041,4172.364309380657,18627.30106599992,ETH/SHIB
1029,8705.769542656046,4144.338522388613,18374.72350346414,ETH/SHIB
1030,8596.036111567837,4052.204664764976,18252.245897439767,ETH/SHIB
1031,8498.330411637255,3991.279010714033,18125.14247256751,ETH/SHIB
1032,8433.797383322266,3895.700733126592,18032.916187604016,ETH/SHIB
1033,8352.121410573633,3858.7614935035617,17929.23338852847,ETH/SHIB
1034,8287.96336176037,3834.2911850273445,17724.245482682152,ETH/SHIB
1035,8182.557782177973,3784.0393197754524,17616.368844858953,ETH/SHIB
1036,8122.602260094706,3700.757490539928,17544.193202137893,ETH/SHIB
1037,8061.8759270914325,3670.1952014397593,17477.063426279252,ETH/SHIB
1038,8001.399937199263,3640.9809688530268,17406.187158759178,ETH/SHIB
1039,7940.647713850877,3570.4886790421665,17273.71560451121,ETH/SHIB
1040,7869.089079551358,3502.66764709079,17085.391501755872,ETH/SHIB
1041,7770.36192164959,3428.1882701483387,17006.518981067624,ETH/SHIB
1042,7726.90076914193,3405.5071057624,16929.188198334014,ETH/SHIB
1043,7662.129768076097,3345.0231145151633,16953.39735089805,ETH/SHIB
1044,7615.772351020003,3319.0366798913283,16879.887877141216,ETH/SHIB
1045,7604.047183963022,3312.7183244493554,16846.161256568812,ETH/SHIB
1046,7637.291001022279,3300.553644052661,16815.895312556397,ETH/SHIB
1047,7639.629486402956,3327.4428200974216,16791.955136917215,ETH/SHIB
1048,7688.925502277725,3299.9415756743833,16864.22601966935,ETH/SHIB
1049,7656.441481068262,3257.5769731736655,16855.10871575006,ETH/SHIB
1050,7611.296725428429,3238.696620444992,16819.119382145804,ETH/SHIB
1051,7624.348200754403,3252.2793325425537,16784.035412403064,ETH/SHIB
1052,7596.00986932648,3246.853793730736,16819.566131034706,ETH/SHIB
1053,7613.936970777612,3264.3670893221697,16778.803147257702,ETH/SHIB
1054,7615.781638643913,3269.470648871467,16883.556917948903,ETH/SHIB
1055,7559.312198675932,3276.652291423267,16708.662713414695,ETH/SHIB
1056,7541.202746284848,3289.1321438286272,16622.786910022736,ETH/SHIB
1057,7558.488233642499,3306.780946952545,16599.111665771077,ETH/SHIB
1058,7563.042797467172,3307.683604322777,16480.624745411315,ETH/SHIB
1059,7521.8809186606895,3317.8260646263534,16471.338779134647,ETH/SHIB
1060,7475.175008105496,3311.7820740913694,16298.964262303569,ETH/SHIB
1061,7356.7644727648785,3281.4720055188864,16211.653825885824,ETH/SHIB
1062,7287.297858149173,3245.665442294383,16132.511256215821,ETH/SHIB
1063,7164.282240916805,3236.2460015491947,15972.534542406014,ETH/SHIB
1064,7126.052962069936,3228.8476723960703,15914.251775028864,ETH/SHIB
1065,7196.0261291133165,3227.1312975147603,15833.856520707526,ETH/SHIB
1066,7084.76256132464,3210.3112948182147,15611.159521803822,ETH/SHIB
1067,7034.452264612158,3177.7470688626695,15412.679460046522,ETH/SHIB
1068,6951.947888554614,3115.017489132957,15377.418773636276,ETH/SHIB
1069,6875.82660701821,3075.200848569111,15215.0345463301,ETH/SHIB
1070,6882.877753867803,3048.199971840429,15164.68104500711,ETH/SHIB
1071,6875.334621368448,3017.1857958704595,15106.604254262531,ETH/SHIB
1072,6841.857490992398,2988.3128788968875,15080.675085831466,ETH/SHIB
1073,6860.422189202934,3016.35263952938,15261.170357565063,ETH/SHIB
1074,6882.8774992975905,3011.482739665626,15308.707228353362,ETH/SHIB
1075,6904.608784156246,2976.5136747635347,15406.806756258871,ETH/SHIB
1076,7011.579004824077,2989.487801043949,15582.812544303426,ETH/SHIB
1077,7055.805321566299,3026.227788995444,15695.11405307704,ETH/SHIB
1078,7133.29135053174,3048.827721692046,15795.216929358936,ETH/SHIB
1079,7155.437819820043,3075.793512823946,15969.945897129663,ETH/SHIB
1080,7159.1101103865085,3080.6779880521867,16172.377542583881,ETH/SHIB
1081,7281.123037526568,3102.672349006666,16488.033833755602,ETH/SHIB
1082,7362.901998628373,3169.85607602541,16646.87686326507,ETH/SHIB
1083,7476.8129270381605,3206.696003011697,16793.319800967445,ETH/SHIB
1084,7544.197806169161,3227.340898469269,16914.941261665525,ETH/SHIB
1085,7581.094769602566,3268.664284239427,17162.669973985296,ETH/SHIB
1086,7619.238423792778,3307.809886139424,17268.05302606337,ETH/SHIB
1087,7633.073532161857,3321.574362401685,17261.533594578916,ETH/SHIB
1088,7602.826484146849,3295.947868696427,17068.65168755625,ETH/SHIB
1089,7549.113290057215,3294.4810953275373,16999.265482081937,ETH/SHIB
1090,7560.031287215377,3339.1557690895015,17095.572586969454,ETH/SHIB
1091,7477.757805068558,3344.8948916388576,17021.819248716332,ETH/SHIB
1092,7424.842206125178,3311.581605191726,16993.93262235143,ETH/SHIB
1093,7365.780088941619,3314.728342134817,16964.944569514675,ETH/SHIB
1094,7316.100209569582,3312.815241376826,16932.099872349285,ETH/SHIB
1095,7273.161865915785,3318.1137811279496,16829.34840782096,ETH/SHIB
1096,7164.528461885161,3293.032688949458,16630.223492660163,ETH/SHIB
1097,7073.10678212579,3235.0214573899257,16502.146388219226,ETH/SHIB
1098,6962.937445462494,3208.455083387112,16395.569795901443,ETH/SHIB
1099,6916.7152488376205,3196.966759449667,16154.314240662266,ETH/SHIB
1100,6864.423559954094,3178.231011239504,15838.196756847403,ETH/SHIB
1101,6807.704270972702,3135.4145248958293,15686.241331493608,ETH/SHIB
1102,6733.991867375973,3110.955325755299,15711.990628657168,ETH/SHIB
1103,6674.643091581591,3096.7708686994924,15623.078296175856,ETH/SHIB
1104,6678.006814692741,3065.385546087913,15585.8088644663,ETH/SHIB
1105,6663.213658559821,3039.8900109628516,15465.12652651474,ETH/SHIB
1106,6615.31189448318,3024.703878678241,15284.395214060072,ETH/SHIB
1107,6616.893786522215,3013.899422103563,15137.492423052103,ETH/SHIB
1108,6632.0300105896085,2989.091839291944,15147.164531285804,ETH/SHIB
1109,6597.56361771107,2957.158421368379,14980.62997175387,ETH/SHIB
1110,6511.8036243144215,2929.6902762514906,14821.464064867896,ETH/SHIB
1111,6510.8240021722295,2935.0422815577635,14830.922970575857,ETH/SHIB
1112,6518.81136109451,2941.2795253293034,14839.419533067152,ETH/SHIB
1113,6466.414162437226,2927.7760611494105,14879.345364044695,ETH/SHIB
1114,6418.882597339633,2915.699839134404,14941.343181864591,ETH/SHIB
1115,6379.717740731748,2887.6734131961643,14919.224656418906,ETH/SHIB
1116,6337.762414974036,2863.0218711969133,14958.060008281826,ETH/SHIB
1117,6366.879473235808,2873.661810213264,14911.72611816081,ETH/SHIB
1118,6362.057367427303,2856.7167348296784,14958.91068736742,ETH/SHIB
1119,6336.115861600762,2831.146711278118,14830.295012541808,ETH/SHIB
1120,6255.001632793933,2801.569620974679,14703.846637960534,ETH/SHIB
1121,6248.134782739785,2776.301144370435,14687.814732983592,ETH/SHIB
1122,6219.897648550137,2766.6623579436427,14729.137902144277,ETH/SHIB
1123,6180.003554558964,2762.650687526981,14537.216501020072,ETH/SHIB
1124,6150.787868183796,2755.8363831988713,14444.448108409068,ETH/SHIB
1125,6110.607832510553,2731.8811339012095,14390.955967512238,ETH/SHIB
1126,6047.0029729794105,2673.3044522215337,14202.430988096212,ETH/SHIB
1127,6037.32996903098,2653.2684208708897,14040.276288853545,ETH/SHIB
1128,6006.113048517425,2634.6725563201458,13741.243869870845,ETH/SHIB
1129,5963.394825369911,2608.3921289638615,13562.634917419691,ETH/SHIB
1130,5906.55510238978,2584.7769401418273,13494.781807353089,ETH/SHIB
1131,5879.704987838003,2585.535433857397,13255.397767927538,ETH/SHIB
1132,5834.345047451035,2569.8118064032747,13128.11852335145,ETH/SHIB
1133,5864.372752437575,2606.043143451713,13094.672734936312,ETH/SHIB
1134,5869.573645548688,2617.007603230864,13172.424749289343,ETH/SHIB
1135,5876.145244851426,2620.1064891465335,13206.229087231659,ETH/SHIB
1136,5904.991650540436,2628.6845660565423,13320.235674269932,ETH/SHIB
1137,5929.450599730781,2638.1004049079506,13283.08172377854,ETH/SHIB
1138,5942.691366950389,2650.014576694549,13344.411239054189,ETH/SHIB
1139,5983.310356596284,2664.467372062569,13360.083811238577,ETH/SHIB
1140,6070.283668846781,2675.1473153403717,13434.84945675676,ETH/SHIB
1141,6117.613133640897,2708.8279592629647,13525.869227369707,ETH/SHIB
1142,6083.363087713675,2738.5629269271203,13540.752434893839,ETH/SHIB
1143,6122.012071766175,2773.6966952802713,13582.854022002097,ETH/SHIB
1144,6120.6418936053215,2803.6966942131285,13693.347695736129,ETH/SHIB
1145,6140.300311233809,2818.7710639579386,13787.099102075286,ETH/SHIB
1146,6194.680809926485,2837.8224894662285,13905.881095745037,ETH/SHIB
1147,6249.956765312822,2862.557431794873,14007.261914678294,ETH/SHIB
1148,6182.305115061336,2848.630703344624,13934.69173470964,ETH/SHIB
1149,6134.082795159225,2828.3189542199093,13861.10924200828,ETH/SHIB
1150,6093.201503201138,2812.159214401235,13837.158284661407,ETH/SHIB
1151,6057.367334933399,2802.3526379445257,13683.957576190975,ETH/SHIB
1152,5998.5234864125805,2775.2301409942315,13730.26293307343,ETH/SHIB
1153,5938.64608141641,2740.3424461648087,13749.145381082648,ETH/SHIB
1154,5897.443381991283,2720.3990489766084,13682.896893725154,ETH/SHIB
1155,5811.112874311183,2713.3854164271934,13698.344663531936,ETH/SHIB
1156,5768.020146435013,2685.8464389151386,13630.409977050365,ETH/SHIB
1157,5762.603774791008,2653.8617190841514,13609.273518452519,ETH/SHIB
1158,5752.153580903601,2637.4777600083735,13627.053056992554,ETH/SHIB
1159,5785.650028175689,2621.6254238331485,13686.81939595689,ETH/SHIB
1160,5785.521557654021,2631.685356725071,13673.896642034208,ETH/SHIB
1161,5750.642225158092,2615.269658342694,13772.462532053583,ETH/SHIB
1162,5740.302719611684,2593.81987195465,13704.726097172692,ETH/SHIB
1163,5793.3634279752,2569.17415890093,13695.149174884607,ETH/SHIB
1164,5758.598536434138,2579.2992681409964,13714.46752778304,ETH/SHIB
1165,5770.223586051791,2592.6965784245335,13624.400864524732,ETH/SHIB
1166,5769.628745820773,2605.411812147283,13583.295541819052,ETH/SHIB
1167,5777.878110005959,2596.8267551602307,13401.452978747699,ETH/SHIB
1168,5795.322780580498,2606.6465856970754,13276.082288237496,ETH/SHIB
1169,5749.345949929268,2579.156568233446,13190.763232871035,ETH/SHIB
1170,5787.252338576755,2596.389636292421,13055.809190243674,ETH/SHIB
1171,5789.697196595874,2600.9283972396943,12972.142756629519,ETH/SHIB
1172,5771.049281366795,2597.140390837946,13029.616071863653,ETH/SHIB
1173,5785.050536409885,2586.264603153261,13091.059822232686,ETH/SHIB
1174,5764.029383028238,2577.7345894727546,12932.95546196538,ETH/SHIB
1175,5787.268476125203,2573.573268375455,12868.931852653848,ETH/SHIB
1176,5750.069515319138,2569.4612881237285,12648.209546913704,ETH/SHIB
1177,5729.190388513363,2566.2340488333944,12579.077027874537,ETH/SHIB
1178,5638.977468023295,2555.01912669952,12561.040457989344,ETH/SHIB
1179,5649.342594706314,2540.620794520853,12480.970943058463,ETH/SHIB
1180,5659.171180557047,2523.605432361467,12387.23205681585,ETH/SHIB
1181,5613.669755102338,2483.8903410862945,12428.64408418391,ETH/SHIB
1182,5565.803783467093,2478.942309734451,12529.05364725173,ETH/SHIB
1183,5580.970819182383,2480.9012546946246,12515.846235937152,ETH/SHIB
1184,5599.535604987712,2477.8944691513398,12621.38107515924,ETH/SHIB
1185,5556.577540790508,2453.44341309521,12600.050429584617,ETH/SHIB
1186,5575.826376804688,2456.7733899855884,12668.323280280187,ETH/SHIB
1187,5598.777219486696,2450.581893484893,12766.31027083442,ETH/SHIB
1188,5604.849732766468,2474.587977397321,12761.837790897438,ETH/SHIB
1189,5625.157119419998,2482.7558315820233,12788.546786053792,ETH/SHIB
1190,5605.212923570861,2455.489447746963,12920.809561615506,ETH/SHIB
1191,5643.5879113505825,2455.008338180788,13050.220386562614,ETH/SHIB
1192,5787.292349085007,2489.1045570433616,13559.76692000107,ETH/SHIB
1193,5964.432445429915,2535.344938204145,13906.583317986178,ETH/SHIB
1194,6055.990898078592,2558.4741355004785,14229.15247448907,ETH/SHIB
1195,6128.805793618083,2560.482611385609,14675.058366312975,ETH/SHIB
1196,6207.849486438024,2592.6183913561536,14790.086141821605,ETH/SHIB
1197,6264.562681257654,2629.810584250699,14830.27132562751,ETH/SHIB
1198,6273.735127056307,2613.923875204694,14976.52914611597,ETH/SHIB
1199,6276.376534198106,2632.3476087585514,15195.746103902053,ETH/SHIB
1200,6352.609847746712,2654.1820119624945,15415.679636457078,ETH/SHIB
1201,6393.9556805436005,2659.75732541152,15513.81143572227,ETH/SHIB
1202,6428.377059443386,2674.267635276866,15552.96345031745,ETH/SHIB
1203,6444.178811193207,2637.6927981151657,15637.150158739494,ETH/SHIB
1204,6400.387395789013,2645.0734240799484,15861.557756299491,ETH/SHIB
1205,6412.446970616181,2647.358694496554,15944.823576858087,ETH/SHIB
1206,6429.1087039154045,2659.410968706377,16026.249468708918,ETH/SHIB
1207,6293.108716397931,2618.2389110952,15623.618790364762,ETH/SHIB
1208,6174.554763393196,2563.089817754844,15344.154631869304,ETH/SHIB
1209,6098.628887481329,2533.6223436332343,15086.706583947056,ETH/SHIB
1210,6048.373265288284,2553.315701517641,14865.29401929131,ETH/SHIB
1211,6036.688660681417,2526.0108934936698,14798.390306206657,ETH/SHIB
1212,6024.312154413109,2487.8243613502136,14752.52282107075,ETH/SHIB
1213,5986.312452431693,2453.0476780870913,14726.28632453587,ETH/SHIB
1214,5987.869924251132,2451.4408466179916,14602.784527090269,ETH/SHIB
1215,5924.284181015996,2439.722530520188,14474.40343168581,ETH/SHIB
1216,5811.704123972619,2422.7984187409993,14414.203705068287,ETH/SHIB
1217,5754.2058785604295,2400.1280375563124,14256.891463233038,ETH/SHIB
1218,5673.516977213734,2402.021213159411,14030.619615590598,ETH/SHIB
1219,5688.231281261268,2390.272893798879,13841.657886678166,ETH/SHIB
1220,5661.422497402231,2396.926792754729,13711.550400129956,ETH/SHIB
1221,5627.847024292161,2377.1126691548143,13711.692181638542,ETH/SHIB
1222,5566.438343873646,2359.407609227213,13740.18786872215,ETH/SHIB
1223,5498.849034879924,2346.5602342911784,13794.254225624558,ETH/SHIB
1224,5468.781984126825,2350.1271660412885,13721.680164222093,ETH/SHIB
1225,5387.439259311216,2313.60949659544,13557.98210315896,ETH/SHIB
1226,5298.687268917111,2308.845308932852,13511.046081415045,ETH/SHIB
1227,5239.746634389382,2319.3405514936962,13458.070718254177,ETH/SHIB
1228,5224.3991788751855,2342.875620840769,13369.648665612829,ETH/SHIB
1229,5192.787311280363,2329.61051609538,13275.880874970262,ETH/SHIB
1230,5150.599993124489,2295.809562522797,13156.484929400316,ETH/SHIB
1231,5145.083881196107,2283.9018676939377,13029.260839378143,ETH/SHIB
1232,5134.579401084033,2280.661616095315,12962.079918047773,ETH/SHIB
1233,5160.085705066268,2294.861811486073,12982.5590654901,ETH/SHIB
1234,5143.090010512532,2291.3553022948026,12944.899243242633,ETH/SHIB
1235,5122.129369694199,2278.165440055216,12822.983266519448,ETH/SHIB
1236,5088.36114761615,2269.6788299026184,12656.964925352197,ETH/SHIB
1237,5088.696102868762,2273.369522471168,12503.05647356051,ETH/SHIB
1238,5121.406565169645,2270.3334579835036,12352.742999613283,ETH/SHIB
1239,5087.97576487488,2251.783344465556,12237.54134181246,ETH/SHIB
1240,5098.673393432547,2254.7255084956755,12195.374731067508,ETH/SHIB
1241,5071.791161155145,2245.2449458167157,12143.762227996684,ETH/SHIB
1242,5035.069332762299,2221.7116987306226,12066.75251974854,ETH/SHIB
1243,4999.660955902659,2195.7600063066425,12058.014790384283,ETH/SHIB
1244,4983.938499347289,2207.2378030126347,11922.334189481577,ETH/SHIB
1245,4969.209746739656,2210.063805156486,11892.25271113692,ETH/SHIB
1246,4969.854033635164,2199.637906024387,11867.98949175917,ETH/SHIB
1247,4933.893570743119,2207.870939314582,11953.94438835063,ETH/SHIB
1248,4916.347169144137,2185.3701261869946,12021.313229474992,ETH/SHIB
1249,4889.582829807033,2153.3007546512517,11978.645478613236,ETH/SHIB
1250,4931.678284148703,2158.073045533359,12041.345148438571,ETH/SHIB
1251,4933.217819395229,2185.530115052344,12011.017936750244,ETH/SHIB
1252,5009.740264585521,2200.676034804382,12221.04118637223,ETH/SHIB
1253,5050.769238674563,2239.332345651006,12173.083069819906,ETH/SHIB
1254,5152.103396853977,2290.257583967753,12261.501548713353,ETH/SHIB
1255,5213.474981333246,2299.7740061302798,12266.92823461356,ETH/SHIB
1256,5265.498548900981,2315.874033841487,12329.467447959534,ETH/SHIB
1257,5308.004463618006,2314.172532313146,12460.068057699002,ETH/SHIB
1258,5373.269892934629,2328.999268172882,12394.236650079025,ETH/SHIB
1259,5418.252640898159,2316.0458042587456,12439.032807972224,ETH/SHIB
1260,5479.859911697144,2333.4512014996153,12515.32858134118,ETH/SHIB
1261,5547.836660783867,2372.6374843028148,12618.85194548098,ETH/SHIB
1262,5650.42768427145,2401.563889472181,12607.412849430315,ETH/SHIB
1263,5714.9185064853355,2435.4441083137344,12673.630915534191,ETH/SHIB
1264,5792.143441527955,2478.8193901151903,12778.482595628864,ETH/SHIB
1265,5823.183927580173,2498.2532035715462,12836.709832605751,ETH/SHIB
1266,5884.969488993573,2498.509499332199,12973.09596741845,ETH/SHIB
1267,5845.988792669168,2502.249489569657,12871.814659491833,ETH/SHIB
1268,5807.268571318135,2471.426645057758,12900.825861253832,ETH/SHIB
1269,5740.849945551793,2418.1094890399604,12992.734618754208,ETH/SHIB
1270,5703.871687331355,2381.528201962264,12988.19638827032,ETH/SHIB
1271,5684.0491370717455,2357.2478765848396,12886.26239156884,ETH/SHIB
1272,5682.001946890279,2366.406259566027,12778.217810729353,ETH/SHIB
1273,5600.194337347368,2329.8554820234253,12799.94697074686,ETH/SHIB
1274,5527.423260202022,2301.659640455376,12907.531116429525,ETH/SHIB
1275,5467.3514461461955,2285.603777382574,12939.519817783768,ETH/SHIB
1276,5405.612563413962,2264.3817247791726,12944.735250639906,ETH/SHIB
1277,5348.555783760279,2240.257719465152,12891.91861024265,ETH/SHIB
1278,5325.039156151427,2267.2614272240976,12807.308056723972,ETH/SHIB
1279,5224.378524765183,2228.4673676759508,12730.66623468272,ETH/SHIB
1280,5132.393174467151,2196.247091688912,12564.99664218486,ETH/SHIB
1281,5061.685777436681,2155.720832549086,12397.667322891319,ETH/SHIB
1282,5002.0341081426,2123.911092768954,12202.624688731774,ETH/SHIB
1283,4910.991429085753,2082.889422625279,12056.568292664335,ETH/SHIB
1284,4853.105200626964,2070.8007409024094,11840.927371731403,ETH/SHIB
1285,4760.035405653255,2062.6005627912446,11732.180088096911,ETH/SHIB
1286,4733.469501757028,2054.2883866009124,11690.933268411116,ETH/SHIB
1287,4732.304025409729,2054.3070795074877,11673.131151453475,ETH/SHIB
1288,4644.237400083858,2038.6530987416506,11497.934170205812,ETH/SHIB
1289,4589.741701390463,2023.8114153620268,11245.008750150013,ETH/SHIB
1290,4536.493152796814,1991.8861118436835,11107.635920011373,ETH/SHIB
1291,4498.976200027328,1959.224931552148,10945.987124271698,ETH/SHIB
1292,4434.0091969464065,1932.0344034413465,10676.968459778873,ETH/SHIB
1293,4364.115643517752,1899.8890837247225,10456.980349566093,ETH/SHIB
1294,4294.777772628111,1865.4727975650562,10241.827091299398,ETH/SHIB
1295,4235.58981488898,1837.1963851384453,10065.95140056263,ETH/SHIB
1296,4212.034046321748,1879.9767460320386,9943.533242907977,ETH/SHIB
1297,4209.8154909797395,1887.992082127308,9897.032139279343,ETH/SHIB
1298,4066.9420417272245,1814.5590694295292,9673.271208780654,ETH/SHIB
1299,3929.379581038401,1741.1221827443749,9466.04783921561,ETH/SHIB
1300,3830.3638341465125,1683.7853915831313,9256.964923091598,ETH/SHIB
1301,3685.7236760101277,1625.729721099248,8980.879910832295,ETH/SHIB
1302,3548.638377925492,1566.9349513028194,8727.355985423412,ETH/SHIB
1303,3543.5180584760424,1537.0907115573286,8647.810888751554,ETH/SHIB
1304,3505.1766999609094,1521.379720855126,8560.411415277342,ETH/SHIB
1305,3487.873808699146,1517.9909126988414,8414.018690694673,ETH/SHIB
1306,3483.1454251638042,1520.3087481904154,8346.662119032591,ETH/SHIB
1307,3494.2200103564055,1517.4528251989761,8463.473522388615,ETH/SHIB
1308,3441.0487776514287,1446.8070539691116,8487.914452234643,ETH/SHIB
1309,3506.44509641298,1471.9339025452743,8488.009823174358,ETH/SHIB
1310,3551.039592273015,1481.1327758382215,8585.761153711584,ETH/SHIB
1311,3605.0759477803945,1476.6304544909237,8751.323041233927,ETH/SHIB
1312,3655.777440027586,1473.8665632749,8876.824092589877,ETH/SHIB
1313,3928.022852159896,1645.1026573565823,9372.554406871968,ETH/SHIB
1314,4092.7677930579384,1743.8483871953442,9753.542177200981,ETH/SHIB
1315,4345.280174594818,1875.4741784666667,10123.169415946755,ETH/SHIB
1316,4601.9066676488355,2005.8781154033672,10601.043273885794,ETH/SHIB
1317,4878.990514505834,2178.4933299332884,11082.592282630545,ETH/SHIB
1318,5153.558002979693,2302.235611905187,11576.811760550954,ETH/SHIB
1319,5345.845622118531,2407.048992301978,11943.611780756542,ETH/SHIB
1320,5520.895008127164,2495.079283358106,12299.357865267457,ETH/SHIB
1321,5624.40426742889,2557.7860319865795,12567.378352357127,ETH/SHIB
1322,5681.7384106252275,2588.5681789830755,12763.470329311898,ETH/SHIB
1323,5813.230894964455,2649.6381526964788,13011.841779085238,ETH/SHIB
1324,5901.184835857619,2695.9526997927487,13377.11567046807,ETH/SHIB
1325,5970.381028233029,2721.034642561711,13673.638230015582,ETH/SHIB
1326,5985.1856309620625,2714.8592133190464,13773.273043908497,ETH/SHIB
1327,6017.538103525135,2741.651930186677,13851.190280202358,ETH/SHIB
1328,5925.327034802524,2662.4522087467294,13724.364021631336,ETH/SHIB
1329,5938.21306992356,2635.103440483285,13630.428551485364,ETH/SHIB
1330,5891.182375617573,2598.6818303681266,13691.775314102159,ETH/SHIB
1331,5835.027986454764,2566.6369136282833,13549.255551054923,ETH/SHIB
1332,5747.468581280205,2459.8741972268667,13345.382442899381,ETH/SHIB
1333,5602.728973086776,2415.307828544876,13070.007918872514,ETH/SHIB
1334,5542.432394719995,2391.8810492825637,12970.758351590854,ETH/SHIB
1335,5494.881931369207,2359.065967639061,12848.67008890491,ETH/SHIB
1336,5453.337426212559,2341.3522026387745,12738.73979307778,ETH/SHIB
1337,5416.042403072227,2325.515798560866,12618.452738773367,ETH/SHIB
1338,5394.609577674941,2307.882310305088,12479.607441826254,ETH/SHIB
1339,5343.215883892889,2281.567359681977,12313.481687627109,ETH/SHIB
1340,5307.40846785786,2281.5510461343465,12144.616863989544,ETH/SHIB
1341,5259.272166074749,2251.2392413155517,12069.329442684122,ETH/SHIB
