minute,median,p25,p75,pair
781,8860.23013739682,4659.460790168469,17940.311244183977,ETH/USDC
782,8914.047043367194,4687.934586481862,18123.019286811083,ETH/USDC
783,8983.41571254755,4705.6893884004085,18248.954236775553,ETH/USDC
784,9030.80638253395,4754.337236104779,18344.638181531038,ETH/USDC
785,9085.39759293441,4797.316352789057,18419.825661354782,ETH/USDC
786,9182.847211231729,4819.513113347198,18484.122105524013,ETH/USDC
787,9260.129410622616,4830.627377736978,18659.667104568754,ETH/USDC
788,9197.044868742223,4795.056254736715,18553.658528036114,ETH/USDC
789,9118.733932900817,4781.031309611488,18472.729714435394,ETH/USDC
790,9122.587952336546,4755.383856124887,18791.531556038903,ETH/USDC
791,9032.209495125717,4742.572843033037,18749.831692469943,ETH/USDC
792,9060.85642597738,4728.739377214352,18764.91858115875,ETH/USDC
793,9097.926991370996,4700.4351933769485,18793.85284183582,ETH/USDC
794,9134.437048486225,4713.331898804559,18822.77818069132,ETH/USDC
795,9114.670383795794,4687.361542180825,18899.237895146805,ETH/USDC
796,9116.34208331625,4692.048010657239,18956.531908691053,ETH/USDC
797,9171.64550422659,4711.644677212663,18985.147006729156,ETH/USDC
798,9199.248069872667,4710.264859333558,18899.366169673238,ETH/USDC
799,9167.87070079472,4682.01529796817,18831.061500119777,ETH/USDC
800,9175.459907375687,4676.405306735378,18719.078160453766,ETH/USDC
801,9177.972845069204,4735.110746597902,18657.054185075645,ETH/USDC
802,9189.748918930194,4762.450348728076,18683.077071391384,ETH/USDC
803,9438.208809067659,4870.0428985546,19150.34339469163,ETH/USDC
804,9714.319360147974,5003.993889063434,19730.05467241523,ETH/USDC
805,9749.964066642104,5098.654590477834,19679.718804492477,ETH/USDC
806,9889.797964538766,5164.320301633233,19953.44672414488,ETH/USDC
807,10067.180020233123,5248.910694527685,20463.705841451458,ETH/USDC
808,10297.250995638426,5438.847382029674,20776.660124408245,ETH/USDC
809,10661.21107583595,5551.098880083458,21215.69386553267,ETH/USDC
810,10931.561483430669,5693.246336025416,21502.837050947503,ETH/USDC
811,11154.740664160898,5778.4278653309475,21791.488438427168,ETH/USDC
812,11293.81059851779,5852.341453239963,22086.891036669123,ETH/USDC
813,11433.016951076874,5932.622342875644,22547.97459772632,ETH/USDC
814,11683.074060988167,6075.541027623514,23180.60556318389,ETH/USDC
815,11940.19929985098,6163.693755660817,23695.841296664716,ETH/USDC
816,12207.77790428445,6247.080830647073,24280.686226932805,ETH/USDC
817,12447.784896417492,6302.586486622992,24500.373239596418,ETH/USDC
818,12518.63836009645,6311.673585028577,24589.393721438046,ETH/USDC
819,12539.370207743605,6259.585980749646,24322.978682483026,ETH/USDC
820,12593.68818874172,6241.767320757378,24601.524042230074,ETH/USDC
821,12627.013751533117,6228.206715560132,24615.326762276436,ETH/USDC
822,12740.502405472082,6287.650367899006,24683.58832159833,ETH/USDC
823,12653.909549256437,6188.351409485269,24795.046506092618,ETH/USDC
824,12555.998728238,6172.496641419783,24838.483679054825,ETH/USDC
825,12456.34371572792,6124.0187353814445,24787.383988628008,ETH/USDC
826,12398.424556727037,6102.025141169709,24657.72129650265,ETH/USDC
827,12444.554765408237,6109.797460867438,24751.546332378693,ETH/USDC
828,12405.712050579597,6065.276880828895,24710.389356929627,ETH/USDC
829,12340.687613560662,5982.667927685362,24421.38492489698,ETH/USDC
830,12281.075526975972,5946.579895573986,24432.982399845238,ETH/USDC
831,12189.056233694091,5881.482045767669,24263.969817219393,ETH/USDC
832,12061.949096943543,5827.5928611625795,24413.415482421657,ETH/USDC
833,12235.408023657643,5913.2753339836745,24710.266443736993,ETH/USDC
834,12256.671906394971,5979.482941105114,24895.20496947635,ETH/USDC
835,12368.92252493784,6019.220929538777,24950.064245554768,ETH/USDC
836,12410.908408719137,6091.754805358107,25077.02187871754,ETH/USDC
837,12334.062304858904,6061.394477921423,25124.837697566647,ETH/USDC
838,12462.0944725053,6122.087346066416,25227.560278948924,ETH/USDC
839,12527.66189900642,6202.432049221609,25174.64994912839,ETH/USDC
840,12668.370303309432,6232.449348999308,25297.17701364695,ETH/USDC
841,12831.546615677136,6271.986380162623,25593.896294419123,ETH/USDC
842,12942.465555086304,6326.252650321314,25825.663267745214,ETH/USDC
843,13070.626392063226,6407.317423446324,26082.35546738776,ETH/USDC
844,13238.851931113797,6481.624488081734,26531.556299992466,ETH/USDC
845,13412.16464926882,6543.024198598647,26708.172979663887,ETH/USDC
846,13543.450874069067,6608.427066685709,27082.202534573004,ETH/USDC
847,13706.295614063121,6697.48227629459,27343.00769821011,ETH/USDC
848,13577.984563397044,6670.508716017202,27235.25440885121,ETH/USDC
849,13676.555088986643,6675.304758932004,27427.296514093232,ETH/USDC
850,13737.881453186306,6685.486654852194,27513.499515519103,ETH/USDC
851,13774.094347706026,6637.7150905245035,27450.532230956156,ETH/USDC
852,13832.718608375051,6641.548462420198,27182.786793756924,ETH/USDC
853,13802.719529765725,6652.321449928447,26921.958583783402,ETH/USDC
854,13807.99716448768,6652.135331355384,27081.533885242083,ETH/USDC
855,13808.626183725455,6678.012219815818,27072.12639887953,ETH/USDC
856,13742.15660684197,6699.904543533745,27222.654146686233,ETH/USDC
857,13742.844474579406,6672.578116255506,27197.16796334794,ETH/USDC
858,13794.258476763953,6689.877672176579,27074.470374614422,ETH/USDC
859,13748.736672998903,6694.642595016626,26817.8510055262,ETH/USDC
860,13701.897023934402,6706.876351205325,26838.63017537364,ETH/USDC
861,13682.248926947042,6682.887472768029,26840.500681670244,ETH/USDC
862,13656.923736299206,6636.780341750145,26787.04705530396,ETH/USDC
863,13844.714680682608,6663.432079225183,26973.249468333986,ETH/USDC
864,13980.419907425381,6723.630554557069,27240.36296209204,ETH/USDC
865,14091.339306849559,6714.831027587855,27638.00807217895,ETH/USDC
866,14276.297739007006,6800.400180371841,28228.48232333154,ETH/USDC
867,14382.235464798503,6821.667049787405,29010.281317013487,ETH/USDC
868,14519.901129683481,6894.135656272409,29796.425423261073,ETH/USDC
869,14701.576700987125,6922.2072017023975,30401.54901639316,ETH/USDC
870,14815.858538175315,6934.700310341692,30955.553269514912,ETH/USDC
871,14964.007023249604,6949.238513087214,31111.829931509998,ETH/USDC
872,14993.406695112486,6948.227621337869,31381.59024946296,ETH/USDC
873,15000.232026056174,7011.614437490123,31861.50558111698,ETH/USDC
874,15151.385687267868,7054.364438014295,32565.327964444812,ETH/USDC
875,15115.5087395291,7083.428731774981,32635.480137683517,ETH/USDC
876,15124.9479467986,7090.624786675578,32784.21483511978,ETH/USDC
877,15188.277857924586,7132.891320004851,32919.176680973134,ETH/USDC
878,15024.602211866684,7131.1867963782515,32851.84483251438,ETH/USDC
879,14985.348957537184,7091.58774266453,32708.390695629834,ETH/USDC
880,14960.935959781584,7140.605994825184,32478.329110745668,ETH/USDC
881,14895.081528585551,7176.125672221553,32299.80583364559,ETH/USDC
882,14757.349896828391,7141.605487692111,32031.444939766385,ETH/USDC
883,14642.650930908652,7068.317012969983,31620.349961145082,ETH/USDC
884,14442.040325700224,7009.032142398018,31162.530081843437,ETH/USDC
885,14393.482487245457,6949.289913247512,31010.739950088693,ETH/USDC
886,14318.421328695184,6876.968701210141,30748.937861976246,ETH/USDC
887,14197.064164702133,6897.076079783076,30342.691480805504,ETH/USDC
888,14200.338374738707,6853.745071363697,30063.66192591158,ETH/USDC
889,14088.011946955654,6815.787588573215,29753.997054868298,ETH/USDC
890,14130.50325490933,6746.794734774039,29753.621883960343,ETH/USDC
891,14124.888639799794,6704.076553493021,29585.441697416347,ETH/USDC
892,14042.181715151546,6667.530910253031,29667.74309043163,ETH/USDC
893,14098.1155548364,6662.51695147216,29678.609276544885,ETH/USDC
894,13974.793012256154,6658.665902499232,29719.79960671151,ETH/USDC
895,13915.083585848904,6648.533382220894,29647.087699534215,ETH/USDC
896,13891.456000193164,6611.5826084487935,29547.47240263195,ETH/USDC
897,13985.451945683486,6665.9561916732255,29429.285899327042,ETH/USDC
898,14082.574782523776,6644.133826362331,29394.27126575512,ETH/USDC
899,14169.062712319917,6623.365668018088,29582.191285957822,ETH/USDC
900,14207.9357626016,6679.015760873299,29517.16979082862,ETH/USDC
901,14199.193247378373,6728.652206117782,29638.036513616713,ETH/USDC
902,14283.510734301333,6741.369487845733,29964.666773807057,ETH/USDC
903,14325.992793644107,6740.171299450649,30025.678249796256,ETH/USDC
904,14260.414078346756,6782.001772868899,29980.95139319908,ETH/USDC
905,14172.594792189095,6827.7192626821325,29800.180459373783,ETH/USDC
906,14174.353563989864,6837.336229062816,29833.533480670536,ETH/USDC
907,14227.319312721063,6872.982832898814,29680.584794349754,ETH/USDC
908,14138.868603126957,6819.301334434074,29551.307015046958,ETH/USDC
909,14132.66422451413,6759.016932816421,29596.93997868626,ETH/USDC
910,14062.846217738746,6692.932086418451,29421.65786335807,ETH/USDC
911,13952.996214628592,6656.1504029791,29303.956687298498,ETH/USDC
912,13764.422287381434,6580.585417015193,29255.259611565634,ETH/USDC
913,13620.790838876235,6540.622849119929,29182.51288403076,ETH/USDC
914,13521.703760977425,6512.189930811412,28997.07260449565,ETH/USDC
915,13365.32333447236,6448.842567347847,28572.548717317444,ETH/USDC
916,13308.959363543245,6435.634313349346,28419.42142901571,ETH/USDC
917,13211.570649493939,6378.430174047253,27995.92190236659,ETH/USDC
918,13010.122037654568,6303.34317111649,27883.955790523545,ETH/USDC
919,12963.851608194092,6221.102126402641,27734.763951355915,ETH/USDC
920,13034.838155219755,6215.971302137365,27702.74056167951,ETH/USDC
921,12916.23855827106,6226.494081118138,27525.648566648437,ETH/USDC
922,12924.250320185378,6202.129955542699,27552.415507987545,ETH/USDC
923,12981.458621673257,6250.793657740671,27537.935292088616,ETH/USDC
924,12993.744532439667,6321.8557347323795,27520.485891271066,ETH/USDC
925,12998.600152755836,6322.802006340406,27337.596824865726,ETH/USDC
926,12967.16464629851,6305.12220360441,27315.551625359065,ETH/USDC
927,12996.550661622417,6278.025718938194,27215.730312092597,ETH/USDC
928,13060.535591673013,6293.368550367443,27144.11035121244,ETH/USDC
929,13037.023517679278,6302.739674863288,26907.291618190782,ETH/USDC
930,13046.546681626556,6285.47847640989,27053.23350774438,ETH/USDC
931,13072.364026000932,6233.31853543799,27169.947983611644,ETH/USDC
932,13060.898995823574,6202.53629678729,27310.63339156337,ETH/USDC
933,13141.736892720666,6163.592676867395,27119.682576925185,ETH/USDC
934,13100.78150696584,6157.9957673026065,26755.683364730052,ETH/USDC
935,13079.254719243741,6131.365115138748,26842.692233434853,ETH/USDC
936,13120.590674243103,6168.293827254802,26852.587041594954,ETH/USDC
937,13041.735926962749,6182.29317278335,26623.634887039017,ETH/USDC
938,12862.948526006252,6108.8792848761905,26405.880644623325,ETH/USDC
939,12826.560210137413,6022.67373464307,26192.5936936443,ETH/USDC
940,12727.978492108099,6053.504868854872,26080.163749401647,ETH/USDC
941,12769.695095729317,6087.377200169903,25759.23092091503,ETH/USDC
942,12753.225986707637,6103.32279949598,25611.49548813582,ETH/USDC
943,12610.810520006886,6128.022869110252,25408.55183471515,ETH/USDC
944,12548.574497859692,6091.787166103348,25338.899483972506,ETH/USDC
945,12472.975803295936,6089.218485383886,24977.268511640366,ETH/USDC
946,12399.378238775902,6091.18317622334,24763.542909703752,ETH/USDC
947,12319.064890858119,6069.471544647709,24573.243292567062,ETH/USDC
948,12297.434557106006,6090.78111101274,24577.5230327638,ETH/USDC
949,12314.849094476538,6066.358820351128,24647.370334740266,ETH/USDC
950,12274.290838227527,6015.952815898511,24493.57504714472,ETH/USDC
951,12240.959212123133,5909.875068701805,24158.79969321291,ETH/USDC
952,12258.317004622235,5862.3868434937085,24220.892389477816,ETH/USDC
953,12522.878808875843,5980.297191245856,24664.483697644228,ETH/USDC
954,12500.192642405116,6040.584160317568,24744.95348262531,ETH/USDC
955,12641.274887797706,6020.901731470798,25084.636064630708,ETH/USDC
956,12706.33599567416,6010.814693312812,25533.93174249309,ETH/USDC
957,12873.238802519421,6108.938417979518,25730.117667388524,ETH/USDC
958,13014.498186323346,6123.571390693603,25909.28814273176,ETH/USDC
959,13195.954356904058,6216.703303170892,26112.219440392295,ETH/USDC
960,13202.405089790018,6247.5484908411845,26446.967531067778,ETH/USDC
961,13312.731367786922,6368.039249305427,26629.10384613434,ETH/USDC
962,13407.575838455821,6461.631379546599,26728.355298517607,ETH/USDC
963,13408.684691302233,6513.498259308907,26797.98489554659,ETH/USDC
964,13435.85541206434,6607.727658980414,27029.82750824569,ETH/USDC
965,13373.140346041819,6655.988226753152,26835.332135315155,ETH/USDC
966,13429.70850857934,6743.216168072404,26968.6076081093,ETH/USDC
967,13397.697878994626,6796.461708236338,26989.379653171418,ETH/USDC
968,13199.426107700428,6701.357265482292,26703.10142260317,ETH/USDC
969,13142.091854702623,6690.576682157952,26472.571384213286,ETH/USDC
970,13028.328658521792,6662.515960666252,26391.3597183973,ETH/USDC
971,12940.901677107417,6619.67742534218,26126.91470108106,ETH/USDC
972,12790.865543900632,6554.64381799715,25909.240170949117,ETH/USDC
973,12662.712331679277,6487.939590937577,25815.178676550975,ETH/USDC
974,12472.695603774531,6406.216296483553,25466.39316073618,ETH/USDC
975,12484.777095100877,6391.959189626463,25271.3054121239,ETH/USDC
976,12354.663830451602,6325.521127304151,25070.21535277333,ETH/USDC
977,12321.850553667535,6277.672284333413,25009.186024913986,ETH/USDC
978,12332.305648244112,6234.057398407563,24918.18794347254,ETH/USDC
979,12277.009666553899,6181.35739261536,24862.22484532239,ETH/USDC
980,12234.967884840178,6141.331411668507,25055.999622178206,ETH/USDC
981,12096.338103450804,6057.517133531207,25007.70860310698,ETH/USDC
982,12095.35822921662,6003.289390213277,24818.019097911427,ETH/USDC
983,12091.966144762739,5980.7237986673845,24786.689771756195,ETH/USDC
984,12072.581084860993,5945.161490059849,24675.76143186477,ETH/USDC
985,12064.491971594014,5941.519134226949,24546.88674551693,ETH/USDC
986,12007.715653867894,5956.513500458815,24422.101541510623,ETH/USDC
987,11954.848850353934,5887.853735184063,24359.573707484153,ETH/USDC
988,11938.446815337533,5880.743750243264,24086.903576697576,ETH/USDC
989,11858.12746235146,5863.210589005598,24071.53824548343,ETH/USDC
990,11777.731304783663,5848.507399643527,23951.422412650692,ETH/USDC
991,11731.841648073458,5781.095976917809,23962.408903041705,ETH/USDC
992,11638.561357176093,5727.521903578978,23755.82952075708,ETH/USDC
993,11482.737629650277,5706.172633765513,23698.2562551377,ETH/USDC
994,11468.214196690864,5681.087264489882,23532.94857856348,ETH/USDC
995,11459.433521539933,5676.050352356167,23406.07957042852,ETH/USDC
996,11497.404573997623,5690.820268537512,23367.10396826958,ETH/USDC
997,11386.519104210693,5695.345343342411,23281.044882657032,ETH/USDC
998,11278.874605827657,5650.09200086218,23046.10575236456,ETH/USDC
999,11190.485784911647,5600.875711352724,22921.253239273872,ETH/USDC
1000,11159.801664347762,5589.184841594773,22960.88701799371,ETH/USDC
1001,11108.197500003917,5539.457945556554,22890.989677731508,ETH/USDC
1002,11051.58829423343,5546.710267289865,22615.182263471048,ETH/USDC
1003,10930.048840277654,5510.372463668024,22614.457245183137,ETH/USDC
1004,10904.180285199494,5460.9427754659655,22640.508733162656,ETH/USDC
1005,10866.998119965749,5387.186883085258,22423.39469400696,ETH/USDC
1006,10799.318907339342,5315.0137226632105,22181.794931327393,ETH/USDC
1007,10703.874807911418,5263.990914122221,22102.859429951895,ETH/USDC
1008,10697.780349893583,5222.143135563281,21939.0095191356,ETH/USDC
1009,10534.778839729908,5156.692572563838,21586.632444406925,ETH/USDC
1010,10438.241013230878,5122.416117857601,21320.819806010895,ETH/USDC
1011,10260.349031895195,5069.246172864011,20920.73149526113,ETH/USDC
1012,10175.824764614934,5002.56675202707,20624.622690361997,ETH/USDC
1013,10151.340057894024,4996.218612122994,20431.179505528344,ETH/USDC
1014,10063.628818077905,4949.277498704868,20352.46781835714,ETH/USDC
1015,9956.037459360063,4933.734941127886,20077.351181786493,ETH/USDC
1016,9916.083625197616,4934.003485863719,19893.28106904661,ETH/USDC
1017,9882.032324386031,4900.8798517717305,19909.173617960318,ETH/USDC
1018,9859.232230325479,4882.402288535147,19762.09984237694,ETH/USDC
1019,9917.05391081269,4907.552787364711,19530.34056614458,ETH/USDC
1020,9915.267179413384,4936.662106894908,19552.31158783797,ETH/USDC
1021,9884.056312618868,4949.608598841451,19493.688263630906,ETH/USDC
1022,9897.563674263449,4978.118334034699,19387.441096965198,ETH/USDC
1023,9793.367976197735,4953.200967353381,19177.55392856938,ETH/USDC
1024,9845.044245485262,4968.69593507756,19302.79194349389,ETH/USDC
1025,9820.514209710955,4952.331710357011,19364.0414843323,ETH/USDC
1026,9918.109635370598,4995.295059903946,19490.78637504622,ETH/USDC
1027,9914.231273390882,5004.373132129005,19520.84537085142,ETH/USDC
1028,9833.600208777501,4971.860017193957,19402.95617786758,ETH/USDC
1029,9796.45890591265,4952.96112483815,19258.121253969326,ETH/USDC
1030,9676.097472741993,4882.720739385582,19141.774474660746,ETH/USDC
1031,9536.92181667479,4808.366061940712,19192.51615829983,ETH/USDC
1032,9468.389213479624,4747.767226231337,19053.703342428093,ETH/USDC
1033,9394.168452123808,4696.762669010875,18944.97569472437,ETH/USDC
1034,9242.543404286838,4638.9774393989765,18853.551767556073,ETH/USDC
1035,9142.553885145688,4578.262012711272,18815.3244334613,ETH/USDC
1036,9075.271211938934,4556.904340644219,18583.426215788528,ETH/USDC
1037,9088.579672116473,4529.24821001521,18545.151136591703,ETH/USDC
1038,9072.934839508553,4523.346032530467,18482.823323009845,ETH/USDC
1039,8989.352227751118,4500.181404567437,18278.762395809357,ETH/USDC
1040,8896.933696089627,4475.285522877579,18026.099528868333,ETH/USDC
1041,8814.344558072396,4422.514610481973,18010.75765593301,ETH/USDC
1042,8776.782668232534,4393.964778055627,18070.506458935954,ETH/USDC
1043,8761.458449036747,4403.772276116587,17977.34600525801,ETH/USDC
1044,8708.715835180052,4402.564246369323,17933.18537889292,ETH/USDC
1045,8715.506195809252,4402.319886732668,17920.181754881454,ETH/USDC
1046,8770.803051604986,4383.47614444062,17645.075732443885,ETH/USDC
1047,8724.471417131945,4378.117385635857,17665.15745742803,ETH/USDC
1048,8774.957940372604,4365.781433459411,17779.016283746398,ETH/USDC
1049,8709.065558985236,4330.866253802184,17773.373123767436,ETH/USDC
1050,8637.768058952912,4315.358639122018,17778.712523309823,ETH/USDC
1051,8580.507048975069,4318.882944819564,17922.72117403696,ETH/USDC
1052,8478.839332924175,4309.117165181519,17890.338429782427,ETH/USDC
1053,8452.592617549997,4286.0815074923985,17953.880285369545,ETH/USDC
1054,8433.307994976649,4231.623269645474,17886.77396720786,ETH/USDC
1055,8426.72277601188,4214.939549955194,17893.62633528418,ETH/USDC
1056,8414.564511331668,4211.350878103164,17806.712851832108,ETH/USDC
1057,8380.116824926054,4186.134141534818,17783.339987022802,ETH/USDC
1058,8321.021474140312,4134.579287713071,17743.575386479923,ETH/USDC
1059,8377.201760189124,4107.048023776674,17653.21133779687,ETH/USDC
1060,8325.264026033654,4019.376867866928,17463.366329886103,ETH/USDC
1061,8236.200131224035,3992.052219311431,17497.78482759779,ETH/USDC
1062,8206.98625714386,3981.43398799005,17333.15082763527,ETH/USDC
1063,8137.076940660211,3978.1633099547953,17124.459628938745,ETH/USDC
1064,8146.629677242762,3977.2965326598674,17144.562285438205,ETH/USDC
1065,8155.57027788593,3939.454144064171,16982.245945313927,ETH/USDC
1066,8120.668147099573,3907.8076665902922,16775.03396495415,ETH/USDC
1067,8101.729103590793,3872.348092207702,16758.152928688924,ETH/USDC
1068,8105.0804789035,3866.2777876298937,16687.944064758813,ETH/USDC
1069,8042.835904709353,3858.6853533780572,16781.753286659314,ETH/USDC
1070,8097.153273107121,3842.271363540317,16778.439851274903,ETH/USDC
1071,7992.89313748084,3798.471116725843,16692.546190849625,ETH/USDC
1072,7934.816336846232,3800.469365849141,16647.49129872783,ETH/USDC
1073,7998.441333771532,3831.667248600896,16943.388941000416,ETH/USDC
1074,7923.696109743241,3823.105128372924,17022.70490252707,ETH/USDC
1075,7932.050188023642,3851.6963948903217,17329.860850370074,ETH/USDC
1076,8021.9138223980435,3873.9217212233575,17372.948327334096,ETH/USDC
1077,8016.463776204653,3875.9113862407826,17418.54655647043,ETH/USDC
1078,7979.320800507188,3881.543525540413,17356.42669413217,ETH/USDC
1079,7998.923549311082,3902.8662534773594,17332.600257502414,ETH/USDC
1080,8040.970379105152,3956.304856774892,17687.341133513415,ETH/USDC
1081,8080.595753307216,3963.6209046771487,17908.341523777282,ETH/USDC
1082,8195.240610791103,4012.640270682016,18073.034181877374,ETH/USDC
1083,8226.599727007084,4031.4694223074284,18157.63177562959,ETH/USDC
1084,8272.224794373342,4017.73309940916,18220.50342156691,ETH/USDC
1085,8236.490367071556,4036.9071511361894,18281.51906598424,ETH/USDC
1086,8340.558986678361,4073.8156519100917,18374.55921566062,ETH/USDC
1087,8372.969724016546,4070.8794677653646,18296.650188871798,ETH/USDC
1088,8268.49528865055,4024.016201101661,17985.142401334593,ETH/USDC
1089,8240.854565466663,4012.6195929671003,17891.023647225687,ETH/USDC
1090,8219.203890877794,4048.7135262051456,17587.932431127992,ETH/USDC
1091,8101.111262984943,4025.6976454800038,17524.783496103988,ETH/USDC
1092,8065.536474810355,4025.5290943913164,17410.536996264116,ETH/USDC
1093,8084.115987565619,4000.401767344931,17394.701626089485,ETH/USDC
1094,8046.291046101566,3992.8514309682237,17289.8820827985,ETH/USDC
1095,7977.944747968481,3962.6620189029254,16929.348797549897,ETH/USDC
1096,7940.042164891308,3951.688901143547,16740.132396720484,ETH/USDC
1097,7827.537818082981,3892.546372069599,16526.796398221875,ETH/USDC
1098,7794.418334058511,3859.8305904864033,16488.54808884091,ETH/USDC
1099,7710.897862248857,3848.8350466553984,16155.818215315983,ETH/USDC
1100,7671.822738843454,3820.374356326026,15960.669729687,ETH/USDC
1101,7587.293604092021,3760.488196020184,15823.51182340784,ETH/USDC
1102,7589.627479429434,3742.227109019517,15753.442265938294,ETH/USDC
1103,7569.906827912292,3738.7110748006517,15800.206082690536,ETH/USDC
1104,7590.697688069731,3758.8789781520823,15820.43622264916,ETH/USDC
1105,7599.735048905941,3726.466475414191,15872.149279658483,ETH/USDC
1106,7613.337712802258,3722.3183344310396,15783.239731177591,ETH/USDC
1107,7632.914028859639,3710.1466879307163,15732.571003780226,ETH/USDC
1108,7632.184856915375,3706.308778881557,15917.82606993024,ETH/USDC
1109,7602.453527845958,3669.9912544411463,15896.27047242372,ETH/USDC
1110,7569.015980875747,3653.0260353838016,15852.68441719423,ETH/USDC
1111,7519.113557292412,3645.584828031186,15863.847872163447,ETH/USDC
1112,7523.2655584264,3649.431225454368,15816.198334403112,ETH/USDC
1113,7455.579652620134,3639.565636004655,15835.447179728928,ETH/USDC
1114,7467.525008111741,3653.5018258462205,16055.728694415726,ETH/USDC
1115,7448.488345294215,3651.463326979346,16093.542167683567,ETH/USDC
1116,7424.495342297077,3653.8428082407163,16038.634310795996,ETH/USDC
1117,7426.330616077203,3635.365722621005,16046.054183225204,ETH/USDC
1118,7454.227441203942,3583.714171414217,16048.146366310904,ETH/USDC
1119,7423.611994274518,3544.618544701989,15969.507888202585,ETH/USDC
1120,7406.00858028096,3516.808561088911,16014.864888331094,ETH/USDC
1121,7358.902146945853,3486.9097030135663,16007.984160695112,ETH/USDC
1122,7372.3101009349575,3494.4323314264666,16188.873255926623,ETH/USDC
1123,7324.393613388028,3486.1882058094866,16066.510288663325,ETH/USDC
1124,7336.519241302218,3497.818177063706,16095.806156838365,ETH/USDC
1125,7316.604756069149,3477.488669482794,16261.677990440903,ETH/USDC
1126,7346.24497482019,3461.165262383823,16178.330646432709,ETH/USDC
1127,7286.381091543357,3445.409014170933,16200.93711619172,ETH/USDC
1128,7264.40943029782,3436.455672400078,16040.811455409286,ETH/USDC
1129,7224.672328133823,3401.6228808579995,15860.037278377798,ETH/USDC
1130,7189.015745170222,3376.912675450355,15792.531239998627,ETH/USDC
1131,7189.635711718734,3370.75183432241,15747.389549035635,ETH/USDC
1132,7109.81592986339,3376.547073311037,15635.168213255725,ETH/USDC
1133,7149.003598843159,3460.2212878676864,15673.267594752457,ETH/USDC
1134,7112.058753762701,3452.1218138805407,15669.274192535448,ETH/USDC
1135,7144.079015307844,3473.523689288044,15608.820476551959,ETH/USDC
1136,7215.812673249888,3503.1373046757685,15699.479781057315,ETH/USDC
1137,7195.531619335216,3482.1562176699244,15642.7475659008,ETH/USDC
1138,7247.890565707956,3497.663148659616,15804.009541855987,ETH/USDC
1139,7252.2026173100185,3475.5163264354833,15824.325033086101,ETH/USDC
1140,7347.23643183979,3496.9453984764095,15665.621984055486,ETH/USDC
1141,7352.676259479943,3497.0326199254728,15738.292584466531,ETH/USDC
1142,7359.053586900639,3488.616771372972,15594.337867718374,ETH/USDC
1143,7338.069553569903,3498.3852434364103,15621.80594604116,ETH/USDC
1144,7320.499693916982,3522.631701395487,15706.858450227779,ETH/USDC
1145,7290.486779837609,3528.09080436063,15726.573727932539,ETH/USDC
1146,7283.979747150955,3537.2774125279207,15848.836427385952,ETH/USDC
1147,7351.7967494405375,3548.496157771782,15967.738979927497,ETH/USDC
1148,7277.470481733821,3503.394266483919,15905.188864453115,ETH/USDC
1149,7244.658172132214,3489.032120089587,15993.42900124527,ETH/USDC
1150,7157.063938860613,3445.074003352621,16008.74867105153,ETH/USDC
1151,7042.159906987252,3391.2552071747914,15885.700020993858,ETH/USDC
1152,7034.7626942675115,3378.1551192154993,15797.852351176816,ETH/USDC
1153,6932.117256778879,3346.2781301866207,15726.59343953713,ETH/USDC
1154,6870.9615001425445,3334.6799019557952,15559.70048077266,ETH/USDC
1155,6789.587063784443,3306.9393323951717,15481.520758295466,ETH/USDC
1156,6747.651799959288,3289.976215978299,15454.555034438603,ETH/USDC
1157,6764.346223102037,3290.222204083668,15649.748602502397,ETH/USDC
1158,6791.161588087746,3283.621152117477,15591.052579354358,ETH/USDC
1159,6781.689854132962,3258.4220610358957,15528.677577754417,ETH/USDC
1160,6815.882597213424,3263.526274030247,15633.934668667962,ETH/USDC
1161,6835.606380188972,3246.267456305373,15691.679059847369,ETH/USDC
1162,6783.696236165055,3225.4058769711,15622.568881003548,ETH/USDC
1163,6822.704513560609,3203.6040443423403,15629.014654663792,ETH/USDC
1164,6841.9613451302985,3214.5354581911915,15416.717455489295,ETH/USDC
1165,6816.560688275754,3244.283895388196,15290.47050896868,ETH/USDC
1166,6895.316343953885,3272.429841192754,15450.162336382196,ETH/USDC
1167,6856.203258445367,3266.1305078620844,15529.537927013678,ETH/USDC
1168,6917.583506222688,3300.182830246174,15488.851489743109,ETH/USDC
1169,6917.327539422738,3295.6222022985817,15528.989678031017,ETH/USDC
1170,6930.228516006724,3317.4383613870914,15568.797788341755,ETH/USDC
1171,6923.739336267261,3286.032193831675,15435.713151879787,ETH/USDC
1172,6881.940400898783,3278.387870077968,15294.6612326162,ETH/USDC
1173,6872.91112111149,3268.8151387321955,15253.792089014698,ETH/USDC
1174,6913.054583745808,3298.6766158796577,15363.348282606392,ETH/USDC
1175,6942.824572816171,3305.192569749391,15285.698916194386,ETH/USDC
1176,6969.163039452735,3312.0527286775714,15316.739242302781,ETH/USDC
1177,6993.465576598844,3312.242147610931,15340.295457629994,ETH/USDC
1178,6906.644439327953,3277.230153662509,15312.98183301481,ETH/USDC
1179,6826.377839694916,3257.4226698476323,15291.98952854933,ETH/USDC
1180,6872.057358978181,3241.5872499536636,15276.960332566185,ETH/USDC
1181,6811.3761413962575,3216.752809259555,15230.144001429171,ETH/USDC
1182,6809.081387075532,3200.161782398112,15127.135912858977,ETH/USDC
1183,6758.775173923494,3170.832058672508,15136.58177734319,ETH/USDC
