policy,net_result,net_result_tt,disagrees,gap
MyHook@10000,-598.3393424928629,156.946879825265,True,755.2862223181279
MyHook@6000,-491.98278308934425,239.70264855267834,True,731.6854316420226
MyHook@3000,-845.8227690962123,-131.1967515717828,False,714.6260175244295
MyHook@500,-2582.2447736893278,-1995.063134343253,False,587.1816393460747
VolatilityHook,-682.9045064784756,78.72350262422539,True,761.628009102701
MEVChargeHook,-693.1947034922999,28.49895652407443,True,721.6936600163743
DAHook,-770.836325467944,-63.72349139490389,False,707.1128340730401
BAHook,-676.3155907033035,62.9516311336167,True,739.2672218369203
ABHook,-950.3923563582481,-232.40887425163925,False,717.9834821066088
