policy,regime,gas_price_wei,valuation,median,ci_low,ci_high,n_windows
VolatilityHook,high,5000000000,net_result_delta,475.87755315641243,227.22207587101184,965.7411983124239,48
VolatilityHook,high,5000000000,net_result_tt_delta,652.0949649091624,406.00993648325186,866.1983452949951,48
VolatilityHook,high,20000000000,net_result_delta,484.22310705808025,209.68437804328232,1003.0799796613301,48
VolatilityHook,high,20000000000,net_result_tt_delta,643.9646876784121,425.70426912215,888.2174571683158,48
VolatilityHook,high,80000000000,net_result_delta,536.5596985698098,202.22468412863782,1511.5105826489144,48
VolatilityHook,high,80000000000,net_result_tt_delta,690.8821604691689,534.221246594435,1019.5238118525835,48
VolatilityHook,mid,5000000000,net_result_delta,28.031112372792336,-20.53521920786683,85.97788094531143,48
VolatilityHook,mid,5000000000,net_result_tt_delta,58.52743534795892,24.75971254372176,94.28363287655107,48
VolatilityHook,mid,20000000000,net_result_delta,13.648068465366293,-33.4349510812317,97.39444396635861,48
VolatilityHook,mid,20000000000,net_result_tt_delta,38.404418997082075,23.437257612367944,99.41363408705422,48
VolatilityHook,mid,80000000000,net_result_delta,83.31624852379954,-23.327128745706204,172.56561927714483,48
VolatilityHook,mid,80000000000,net_result_tt_delta,67.9471561329029,47.89227088797463,124.29569912445959,48
VolatilityHook,low,5000000000,net_result_delta,-38.90419022197952,-65.80989308830442,-23.917089502385352,48
VolatilityHook,low,5000000000,net_result_tt_delta,-4.106582535243515,-20.541664431834718,5.20353623125432,48
VolatilityHook,low,20000000000,net_result_delta,-27.00271039956391,-62.54596844256207,-11.443498475084482,48
VolatilityHook,low,20000000000,net_result_tt_delta,0.012687538263620013,-12.710488019457046,21.59984758862469,48
VolatilityHook,low,80000000000,net_result_delta,-14.637342174749108,-40.42812085062221,16.240081431001556,48
VolatilityHook,low,80000000000,net_result_tt_delta,-5.324898752233622,-15.82989124902025,19.93575846568619,48
BAHook,high,5000000000,net_result_delta,577.3528880517121,232.6199107758023,1223.5752692428114,48
BAHook,high,5000000000,net_result_tt_delta,668.4984591557809,466.3107275626155,769.090258075192,48
BAHook,high,20000000000,net_result_delta,184.41627682332376,-54.2116965518635,851.9547771386634,48
BAHook,high,20000000000,net_result_tt_delta,427.3353744326498,325.98715697549744,678.3743623044511,48
BAHook,high,80000000000,net_result_delta,-29.107763505038406,-150.74586499270282,639.0367501315231,48
BAHook,high,80000000000,net_result_tt_delta,165.8831010837996,53.04809194298173,334.95092582133793,48
BAHook,mid,5000000000,net_result_delta,50.51765097442501,-65.8356695059756,114.6919055867254,48
BAHook,mid,5000000000,net_result_tt_delta,129.98886166024974,112.37318007354561,164.60609556943447,48
BAHook,mid,20000000000,net_result_delta,-41.26353942536076,-88.89038679473333,15.699266878319342,48
