policy,uu_volume,arb_volume,uu_participation,uu_fee_share,uu_share_of_volume
MyHook@10000,2134403.6505018943,87851.65917279778,0.06380134078655865,0.9767473311066232,0.9604673419879655
MyHook@6000,4840693.349027601,403234.06069954456,0.13870118029494416,0.9408746268960109,0.9231045685431168
MyHook@3000,9058886.68847595,1669330.7967569341,0.24924424238230292,0.8633958549157152,0.8443981212112147
MyHook@500,15192666.842948454,6195286.4923959,0.4115633269167918,0.7229848360457957,0.7103375720313562
VolatilityHook,7689651.601704578,1225154.5367514424,0.22472227373126458,0.8735650444025022,0.8625708155933461
MEVChargeHook,5987385.987498222,876103.6272854623,0.17238224222674345,0.9089069774826468,0.8723530337398093
DAHook,8739601.74303808,1579529.689212325,0.2401489780315499,0.8600751916082452,0.846931914804785
BAHook,6794787.993713831,905673.8924225458,0.1902583741911723,0.8988206707618325,0.8823870690077582
ABHook,8849213.018510008,1635010.0603034035,0.24321427169695337,0.8644430945544798,0.8440504319669196
