policy,regime,gas_price_wei,valuation,median,ci_low,ci_high,n_windows
VolatilityHook,high,5000000000,net_result_delta,307.5295117036849,31.5449464078265,742.0343121008054,48
VolatilityHook,high,5000000000,net_result_tt_delta,498.6086032265026,358.0703666782051,734.0954467185124,48
VolatilityHook,high,20000000000,net_result_delta,171.19566362684395,-48.01942791711531,469.98440661713653,48
VolatilityHook,high,20000000000,net_result_tt_delta,370.8883744909471,252.4931790831513,584.8669103336384,48
VolatilityHook,high,80000000000,net_result_delta,191.94046179326392,-21.4832387122824,1085.2629619441977,48
VolatilityHook,high,80000000000,net_result_tt_delta,569.5792199070548,299.81877962902354,872.6949011920735,48
VolatilityHook,mid,5000000000,net_result_delta,-15.86877249508916,-107.11907355461676,47.201414173892545,48
VolatilityHook,mid,5000000000,net_result_tt_delta,-29.22188336847927,-54.83401278618754,6.578493497941736,48
VolatilityHook,mid,20000000000,net_result_delta,-24.174277862093618,-103.85150738545133,49.905124515666074,48
VolatilityHook,mid,20000000000,net_result_tt_delta,-60.8803990508594,-89.54272040403339,-0.42358366255081137,48
VolatilityHook,mid,80000000000,net_result_delta,34.23829003701883,-66.75607965352219,102.74295470023526,48
VolatilityHook,mid,80000000000,net_result_tt_delta,-8.334594051137671,-47.20100576712309,44.53641462462974,48
VolatilityHook,low,5000000000,net_result_delta,-112.91006017362474,-148.79750711561542,-99.6073756199645,48
VolatilityHook,low,5000000000,net_result_tt_delta,-70.72334051717877,-114.98557392944156,-44.02401776666784,48
VolatilityHook,low,20000000000,net_result_delta,-89.2594714286655,-116.94715981343722,-73.63148786740226,48
VolatilityHook,low,20000000000,net_result_tt_delta,-67.40888076287226,-86.32790081372806,-36.148115958897954,48
VolatilityHook,low,80000000000,net_result_delta,-45.043634255512416,-71.81931415691577,3.9202015217383632,48
VolatilityHook,low,80000000000,net_result_tt_delta,-12.682576909301595,-43.178200568720115,5.8609618705489765,48
BAHook,high,5000000000,net_result_delta,459.5875346676771,-0.5930124860897195,1216.7683969541686,48
BAHook,high,5000000000,net_result_tt_delta,673.7009788117181,458.13469394891945,802.8438983914144,48
BAHook,high,20000000000,net_result_delta,360.6172907421071,-123.0748964763552,759.3613824056802,48
BAHook,high,20000000000,net_result_tt_delta,444.05687800185575,366.96066392108037,585.4714453062935,48
BAHook,high,80000000000,net_result_delta,6.098364009776674,-99.90958191084519,498.7899827288485,48
BAHook,high,80000000000,net_result_tt_delta,212.75446130978588,110.44515312829526,375.3104906310374,48
BAHook,mid,5000000000,net_result_delta,97.83916279516666,-142.650314485717,140.96844786926067,48
BAHook,mid,5000000000,net_result_tt_delta,170.89108513109653,99.51875646635357,198.03918866686217,48
BAHook,mid,20000000000,net_result_delta,-45.144579366984885,-164.6360653241503,45.97140532987669,48
BAHook,mid,20000000000,net_result_tt_delta,21.495711221763763,-7.125091400336842,82.13383074899149,48
BAHook,mid,80000000000,net_result_delta,-128.65883098235474,-201.51621034078127,-60.84590383448048,48
BAHook,mid,80000000000,net_result_tt_delta,58.62718359205002,15.108472983415567,78.94407636499119,48
BAHook,low,5000000000,net_result_delta,-101.64481521119095,-178.97147538706992,-39.80224092095875,48
BAHook,low,5000000000,net_result_tt_delta,31.963651377645576,7.5612782130553455,53.41167585481493,48
BAHook,low,20000000000,net_result_delta,-97.56003387131881,-160.04884518643803,-35.1026474635441,48
BAHook,low,20000000000,net_result_tt_delta,-0.035802731162842605,-12.622453142127119,18.711034186371478,48
BAHook,low,80000000000,net_result_delta,-76.10849186006124,-110.6700902436172,-37.28316583281912,48
BAHook,low,80000000000,net_result_tt_delta,-23.51986441227966,-59.72771848854882,-12.386428564702214,48
DAHook,high,5000000000,net_result_delta,246.1505063028444,58.62218282441154,563.3491729155467,48
DAHook,high,5000000000,net_result_tt_delta,296.04869012473864,183.26355049144445,442.92804000539763,48
DAHook,high,20000000000,net_result_delta,24.627727596299337,-77.26823770185945,152.6486661373783,48
DAHook,high,20000000000,net_result_tt_delta,72.70760505192817,29.354741919167395,138.66267101016638,48
DAHook,high,80000000000,net_result_delta,-154.1909189249293,-257.39316429476276,-68.12264491819087,48
DAHook,high,80000000000,net_result_tt_delta,-19.873889494177675,-76.92708130159792,47.45263678485912,48
DAHook,mid,5000000000,net_result_delta,-47.008210169072356,-129.21152741001333,8.870573006417999,48
DAHook,mid,5000000000,net_result_tt_delta,37.801643026486545,9.706943041570067,64.30102617740386,48
DAHook,mid,20000000000,net_result_delta,-79.95176195825479,-113.07190254428633,-37.19659825779854,48
DAHook,mid,20000000000,net_result_tt_delta,-21.13227059616446,-37.961580342218554,-3.729115936864787,48
DAHook,mid,80000000000,net_result_delta,-54.614743482315916,-85.22473664142672,-29.193808340322903,48
DAHook,mid,80000000000,net_result_tt_delta,-16.660232591846167,-54.80973840187994,5.228576794060203,48
DAHook,low,5000000000,net_result_delta,-60.89563645423232,-108.61495306898018,-9.261067871572564,48
DAHook,low,5000000000,net_result_tt_delta,11.159793261462767,-1.7896499280021771,29.656566770902145,48
DAHook,low,20000000000,net_result_delta,-48.21009144937301,-71.86430576334237,-34.44117652223962,48
DAHook,low,20000000000,net_result_tt_delta,-14.221190373481933,-26.657641795031225,-4.468167142117217,48
