policy,regime,gas_price_wei,baseline_median,median_pct,ci_low_pct,ci_high_pct,n_windows
VolatilityHook,high,5000000000,1318.7127191473387,36.086521821379584,17.230597124893926,73.23363036468312,48
VolatilityHook,high,20000000000,875.7954429061215,55.28952119815783,23.942163634409194,114.53359203752473,48
VolatilityHook,high,80000000000,401.87729022488963,133.51331653240527,50.320007884862896,376.11246502709236,48
VolatilityHook,mid,5000000000,1011.6858755224068,2.770732798687917,-2.0298019083505547,8.498475962305474,48
VolatilityHook,mid,20000000000,780.3309359073334,1.749010302852717,-4.284714285017428,12.481171703530219,48
VolatilityHook,mid,80000000000,570.2858658319318,14.609558734593218,-4.090427300293799,30.25949433717886,48
VolatilityHook,low,5000000000,422.0441348693273,-9.218038353743497,-15.593130587795132,-5.666964074691034,48
VolatilityHook,low,20000000000,299.37405110384356,-9.01972308555143,-20.892247745569243,-3.822475071867564,48
VolatilityHook,low,80000000000,231.7342252309657,-6.316435200782409,-17.445899849419376,7.00806340315736,48
BAHook,high,5000000000,1318.7127191473387,43.78155148340576,17.63992319162669,92.7855818387767,48
BAHook,high,20000000000,875.7954429061215,21.057003472338433,-6.189995276976404,97.2778271500993,48
BAHook,high,80000000000,401.87729022488963,-7.242948087151122,-37.51042137970667,159.0129041066042,48
BAHook,mid,5000000000,1011.6858755224068,4.993412698219108,-6.507520871731047,11.336711163186068,48
BAHook,mid,20000000000,780.3309359073334,-5.287953806083747,-11.39137034101764,2.0118729318433273,48
BAHook,mid,80000000000,570.2858658319318,-17.972189027863685,-31.303288046842916,-5.839016279822115,48
BAHook,low,5000000000,422.0441348693273,-19.937958982072665,-35.51638408027094,-7.227721047816775,48
BAHook,low,20000000000,299.37405110384356,-17.697953515123984,-27.713616546608375,-9.51051141147178,48
BAHook,low,80000000000,231.7342252309657,-10.414622461772883,-31.552332923550797,2.241655432892756,48
DAHook,high,5000000000,1318.7127191473387,6.587722323409598,-3.55384868970366,27.73794110982318,48
DAHook,high,20000000000,875.7954429061215,-0.162909964924079,-9.951667184261451,14.682163247651644,48
DAHook,high,80000000000,401.87729022488963,-6.043713956606989,-36.27603172522501,20.0705602523962,48
DAHook,mid,5000000000,1011.6858755224068,-3.281389226152393,-7.356799766871038,-0.6161215212952509,48
DAHook,mid,20000000000,780.3309359073334,-6.9947910019014845,-11.010514267343297,1.8507656804885175,48
DAHook,mid,80000000000,570.2858658319318,-6.649175699643673,-16.03339296627492,-0.9166340614364025,48
DAHook,low,5000000000,422.0441348693273,-6.9491924905829014,-11.835025785496581,0.07547253893106591,48
DAHook,low,20000000000,299.37405110384356,-7.225754402403434,-12.934477698082686,-1.7879978097978118,48
DAHook,low,80000000000,231.7342252309657,-0.22077039300383924,-3.856571460564037,6.65651054071851,48
ABHook,high,5000000000,1318.7127191473387,-5.167827831935488,-5.952179266277236,-3.9541633164994585,48
ABHook,high,20000000000,875.7954429061215,-9.805457199388123,-14.929212570456189,-6.689800760250576,48
ABHook,high,80000000000,401.87729022488963,-28.282740690489984,-43.64030216400018,-9.958307508789455,48
ABHook,mid,5000000000,1011.6858755224068,-3.295749311834302,-4.094023106447385,-2.1052267245889773,48
ABHook,mid,20000000000,780.3309359073334,-5.025086262607475,-6.841239051952074,-4.161314228052205,48
ABHook,mid,80000000000,570.2858658319318,-8.277044750882002,-16.992174793826038,-2.606062295283159,48
ABHook,low,5000000000,422.0441348693273,-4.881638593502101,-7.2534902692845735,-3.2077106926029986,48
ABHook,low,20000000000,299.37405110384356,-4.468231188263707,-11.831240495853475,-1.6101670022679047,48
ABHook,low,80000000000,231.7342252309657,0.378623547247583,-8.118152865753359,5.173316602607848,48
MEVChargeHook,high,5000000000,1318.7127191473387,-1.5628870344753039,-7.890010953715119,37.735812029094916,48
MEVChargeHook,high,20000000000,875.7954429061215,10.213708213110237,-6.794286976616714,53.28514612090514,48
MEVChargeHook,high,80000000000,401.87729022488963,25.469445518978105,-31.149631415426146,183.5390772595112,48
MEVChargeHook,mid,5000000000,1011.6858755224068,-3.771797359099552,-5.4469814907800576,-2.6989523161269915,48
MEVChargeHook,mid,20000000000,780.3309359073334,-6.757796179372338,-12.007918674021308,0.16371360697776113,48
MEVChargeHook,mid,80000000000,570.2858658319318,-15.992477094442242,-25.40881562049018,4.878610669267633,48
MEVChargeHook,low,5000000000,422.0441348693273,-5.82536688267963,-9.651255233005783,-1.894638449582077,48
MEVChargeHook,low,20000000000,299.37405110384356,-7.3624466145764496,-18.19252034824987,-2.220799327768291,48
MEVChargeHook,low,80000000000,231.7342252309657,-20.604146286985372,-40.842931623468736,1.0407119647796177,48
