minute,kappa_3_usdt_per_min,kappa_1_usdt_per_min,kappa_0.3_usdt_per_min,kappa_0.1_usdt_per_min,kappa_0.03_usdt_per_min
636,37225.254955273194,12408.4183184244,3722.52549552732,1240.84183184244,372.252549552732
637,37274.67832516879,12424.892775056263,3727.4678325168793,1242.4892775056264,372.74678325168793
638,37505.22177681983,12501.740592273276,3750.522177681983,1250.1740592273277,375.0522177681983
639,37453.42569216562,12484.475230721873,3745.342569216562,1248.4475230721873,374.5342569216562
640,37691.10374543381,12563.701248477935,3769.1103745433807,1256.3701248477935,376.91103745433804
641,37431.151383999895,12477.050461333298,3743.1151383999895,1247.7050461333297,374.31151383999895
642,37085.74374974255,12361.914583247517,3708.5743749742546,1236.1914583247517,370.8574374974255
643,36716.39650601369,12238.798835337897,3671.6396506013693,1223.8798835337898,367.16396506013695
644,36456.370521179946,12152.123507059981,3645.6370521179942,1215.212350705998,364.56370521179946
645,36051.089023595756,12017.029674531917,3605.1089023595755,1201.7029674531918,360.51089023595756
646,35785.639119837855,11928.546373279285,3578.563911983785,1192.8546373279285,357.8563911983785
647,35654.10353766799,11884.701179222662,3565.4103537667984,1188.4701179222661,356.5410353766799
648,35295.64487090739,11765.21495696913,3529.564487090739,1176.521495696913,352.9564487090739
649,34906.8884072098,11635.629469069932,3490.68884072098,1163.5629469069934,349.068884072098
650,34766.086301811396,11588.695433937131,3476.6086301811392,1158.8695433937132,347.66086301811396
651,35042.07298582924,11680.690995276414,3504.2072985829245,1168.0690995276414,350.4207298582924
652,35430.01940969596,11810.006469898653,3543.001940969596,1181.0006469898653,354.3001940969596
653,35818.70018719962,11939.566729066539,3581.870018719962,1193.956672906654,358.1870018719962
654,36288.63345313005,12096.21115104335,3628.863345313005,1209.621115104335,362.8863345313005
655,36816.189387575265,12272.063129191754,3681.618938757526,1227.2063129191754,368.16189387575264
656,36741.055426871004,12247.018475623669,3674.1055426871003,1224.7018475623668,367.41055426871003
657,36928.69490795665,12309.564969318883,3692.8694907956647,1230.9564969318883,369.2869490795665
658,36850.13155632748,12283.377185442492,3685.0131556327474,1228.3377185442491,368.5013155632748
659,36776.37336111163,12258.791120370544,3677.637336111163,1225.8791120370543,367.7637336111163
660,36706.65027568364,12235.550091894549,3670.6650275683646,1223.555009189455,367.0665027568364
661,36796.573856747265,12265.524618915755,3679.6573856747264,1226.5524618915754,367.9657385674726
662,36788.14155031494,12262.71385010498,3678.814155031494,1226.271385010498,367.8814155031494
663,36930.257704464944,12310.085901488315,3693.0257704464943,1231.0085901488314,369.30257704464947
664,36973.13448320158,12324.378161067194,3697.313448320158,1232.4378161067193,369.7313448320158
665,37039.802158054306,12346.600719351436,3703.980215805431,1234.6600719351436,370.3980215805431
666,37329.47576838635,12443.158589462117,3732.947576838635,1244.3158589462116,373.2947576838635
667,37570.823221676605,12523.607740558868,3757.08232216766,1252.3607740558868,375.708232216766
668,37858.076716492025,12619.358905497344,3785.807671649203,1261.9358905497343,378.5807671649203
669,38146.14368738751,12715.38122912917,3814.614368738751,1271.538122912917,381.46143687387513
670,38406.23502686533,12802.078342288445,3840.6235026865334,1280.2078342288444,384.06235026865335
671,38067.25090720937,12689.083635736455,3806.725090720937,1268.9083635736456,380.6725090720937
672,37767.5441379449,12589.181379314967,3776.75441379449,1258.9181379314966,377.675441379449
673,37260.55456791079,12420.184855970263,3726.0554567910785,1242.0184855970263,372.6055456791079
674,36671.69470970279,12223.898236567595,3667.1694709702783,1222.3898236567595,366.71694709702786
675,36207.21021895939,12069.070072986464,3620.721021895939,1206.9070072986465,362.0721021895939
676,35759.87331618921,11919.957772063071,3575.9873316189214,1191.9957772063071,357.59873316189214
677,35328.91138609044,11776.30379536348,3532.8911386090435,1177.6303795363478,353.28911386090437
678,34985.85258245214,11661.95086081738,3498.585258245214,1166.195086081738,349.8585258245214
679,34767.00080440488,11589.000268134962,3476.7000804404884,1158.9000268134962,347.6700080440488
680,34506.63563316658,11502.211877722193,3450.663563316658,1150.2211877722193,345.0663563316658
681,34503.133768023064,11501.044589341021,3450.3133768023067,1150.1044589341022,345.03133768023065
682,34667.42787955386,11555.80929318462,3466.742787955386,1155.580929318462,346.6742787955386
683,34723.961189413196,11574.653729804399,3472.3961189413194,1157.4653729804397,347.23961189413194
684,34913.24728961079,11637.749096536929,3491.3247289610786,1163.774909653693,349.13247289610786
685,35208.51208621735,11736.170695405784,3520.851208621735,1173.6170695405785,352.08512086217354
686,35036.11709677645,11678.705698925482,3503.6117096776447,1167.8705698925482,350.36117096776445
687,35114.32388730683,11704.774629102278,3511.432388730683,1170.4774629102278,351.14323887306836
688,35014.78049843585,11671.593499478618,3501.4780498435853,1167.1593499478618,350.1478049843585
689,34844.97951430968,11614.993171436558,3484.4979514309675,1161.4993171436558,348.44979514309676
690,34923.67218588013,11641.224061960043,3492.367218588013,1164.1224061960045,349.23672185880133
691,34958.846682460266,11652.948894153422,3495.8846682460266,1165.2948894153421,349.5884668246027
692,34834.76929487244,11611.58976495748,3483.476929487244,1161.158976495748,348.3476929487244
693,34943.58378049015,11647.861260163383,3494.358378049015,1164.7861260163384,349.4358378049015
694,35105.86383969399,11701.954613231332,3510.5863839693993,1170.195461323133,351.0586383969399
695,35077.42260072232,11692.474200240773,3507.742260072232,1169.2474200240774,350.7742260072232
696,35504.38760514805,11834.795868382682,3550.4387605148045,1183.4795868382682,355.0438760514804
697,35657.974139320555,11885.991379773517,3565.7974139320554,1188.5991379773518,356.57974139320555
698,35966.048324587435,11988.682774862478,3596.604832458743,1198.8682774862477,359.66048324587433
699,36079.38658475227,12026.462194917422,3607.9386584752265,1202.6462194917422,360.7938658475227
700,36308.23667406706,12102.745558022352,3630.8236674067057,1210.2745558022352,363.0823667406706
701,36163.43940081903,12054.47980027301,3616.343940081903,1205.447980027301,361.63439400819027
702,35961.87246115927,11987.290820386423,3596.187246115927,1198.7290820386422,359.6187246115927
703,35719.39895940546,11906.46631980182,3571.939895940546,1190.646631980182,357.1939895940546
704,35380.77698224017,11793.59232741339,3538.0776982240163,1179.359232741339,353.80776982240167
705,35040.06935021406,11680.023116738019,3504.0069350214053,1168.0023116738018,350.40069350214054
706,34934.31500194666,11644.771667315554,3493.431500194666,1164.4771667315554,349.3431500194666
707,34626.03270223789,11542.010900745963,3462.603270223789,1154.2010900745963,346.2603270223789
708,34481.2701118613,11493.756703953766,3448.12701118613,1149.3756703953766,344.81270111861295
709,34352.03352568744,11450.677841895813,3435.2033525687443,1145.0677841895813,343.52033525687443
710,33967.71021111607,11322.570070372025,3396.7710211116073,1132.2570070372024,339.6771021111607
711,34710.55844655133,11570.186148850446,3471.0558446551336,1157.0186148850444,347.10558446551335
712,35301.78171482001,11767.260571606672,3530.1781714820013,1176.726057160667,353.01781714820015
713,35862.18660058776,11954.06220019592,3586.2186600587756,1195.406220019592,358.62186600587756
714,36328.19864476334,12109.399548254447,3632.8198644763343,1210.9399548254446,363.2819864476334
715,36953.638887254296,12317.879629084766,3695.3638887254297,1231.7879629084764,369.53638887254294
716,37210.29623384132,12403.432077947107,3721.0296233841323,1240.3432077947107,372.10296233841325
717,37695.06064732329,12565.02021577443,3769.506064732329,1256.502021577443,376.9506064732329
718,37882.00559954087,12627.335199846955,3788.2005599540867,1262.7335199846955,378.82005599540867
719,38374.44124680989,12791.480415603295,3837.444124680989,1279.1480415603296,383.74441246809886
720,38733.13153328868,12911.04384442956,3873.313153328868,1291.104384442956,387.3313153328868
721,39365.19304775526,13121.73101591842,3936.519304775526,1312.173101591842,393.6519304775526
722,39528.22573640603,13176.075245468677,3952.822573640603,1317.6075245468676,395.2822573640603
723,39969.4448275407,13323.148275846897,3996.9444827540697,1332.3148275846897,399.69444827540696
724,40268.50679003315,13422.835596677716,4026.850679003315,1342.2835596677717,402.6850679003315
725,40663.88810215374,13554.629367384581,4066.388810215374,1355.462936738458,406.63888102153743
726,41179.79860996924,13726.599536656415,4117.979860996925,1372.6599536656415,411.7979860996924
727,41805.89980753326,13935.299935844418,4180.589980753325,1393.5299935844419,418.05899807533257
728,42417.530086661645,14139.17669555388,4241.7530086661645,1413.917669555388,424.17530086661645
729,43062.24304592648,14354.081015308826,4306.224304592648,1435.4081015308827,430.6224304592648
730,43752.76088909243,14584.253629697478,4375.276088909243,1458.4253629697478,437.52760889092434
731,43601.07225873689,14533.690752912296,4360.107225873689,1453.3690752912296,436.0107225873689
732,43596.243493235044,14532.081164411682,4359.624349323504,1453.2081164411682,435.96243493235045
733,43460.921309476944,14486.973769825649,4346.092130947694,1448.6973769825647,434.6092130947695
734,43452.22182025738,14484.073940085793,4345.222182025738,1448.4073940085793,434.5222182025738
735,43222.39404579066,14407.464681930218,4322.239404579065,1440.7464681930219,432.22394045790656
736,43037.56835685082,14345.856118950273,4303.756835685082,1434.5856118950271,430.3756835685082
737,42720.14677939744,14240.048926465812,4272.014677939744,1424.0048926465813,427.20146779397436
738,42643.0056837066,14214.335227902202,4264.300568370661,1421.4335227902202,426.43005683706605
739,42491.626748123286,14163.875582707762,4249.162674812329,1416.3875582707763,424.91626748123286
740,42329.3912168453,14109.797072281768,4232.939121684531,1410.9797072281767,423.293912168453
741,43192.448934854714,14397.482978284905,4319.244893485471,1439.7482978284904,431.9244893485471
742,44061.935967361154,14687.311989120386,4406.193596736116,1468.7311989120385,440.61935967361154
743,44968.10672873256,14989.36890957752,4496.810672873256,1498.936890957752,449.6810672873256
744,45798.93836052247,15266.312786840825,4579.893836052247,1526.6312786840824,457.9893836052247
745,46584.38159482768,15528.127198275895,4658.438159482768,1552.8127198275895,465.8438159482768
746,47142.76577192283,15714.25525730761,4714.276577192283,1571.425525730761,471.4276577192283
747,47447.044770395616,15815.681590131871,4744.704477039561,1581.5681590131871,474.47044770395615
748,47787.32416275844,15929.108054252814,4778.732416275844,1592.9108054252815,477.87324162758443
749,47937.8735494209,15979.291183140302,4793.78735494209,1597.9291183140301,479.378735494209
750,47995.771943797896,15998.590647932631,4799.577194379789,1599.859064793263,479.95771943797894
751,47979.902383865105,15993.3007946217,4797.99023838651,1599.33007946217,479.799023838651
752,48067.827520360144,16022.60917345338,4806.782752036014,1602.260917345338,480.6782752036014
753,48224.676822313595,16074.892274104532,4822.4676822313595,1607.4892274104532,482.246768223136
754,48262.95681706915,16087.652272356383,4826.295681706915,1608.7652272356383,482.6295681706915
755,48487.369712533604,16162.456570844533,4848.73697125336,1616.2456570844533,484.873697125336
756,48996.497555772694,16332.165851924232,4899.649755577269,1633.2165851924233,489.964975557727
757,49602.66985750927,16534.223285836422,4960.266985750926,1653.4223285836422,496.02669857509267
758,50174.55637724037,16724.85212574679,5017.455637724037,1672.485212574679,501.7455637724037
759,50823.06387265495,16941.021290884983,5082.306387265496,1694.1021290884985,508.2306387265495
760,51535.748249679935,17178.58274989331,5153.574824967993,1717.858274989331,515.3574824967993
761,50664.87583080519,16888.291943601733,5066.4875830805195,1688.8291943601732,506.6487583080519
762,50180.40023803596,16726.80007934532,5018.040023803596,1672.6800079345321,501.80400238035963
763,49507.50700546684,16502.502335155612,4950.750700546684,1650.2502335155614,495.0750700546684
764,48914.17255859911,16304.724186199703,4891.417255859911,1630.4724186199703,489.1417255859911
765,48387.70903577874,16129.236345259578,4838.7709035778735,1612.9236345259578,483.8770903577874
766,47870.69816063777,15956.899386879255,4787.069816063777,1595.6899386879256,478.70698160637767
767,47391.55480568579,15797.184935228597,4739.155480568579,1579.7184935228597,473.9155480568579
768,46814.412239649464,15604.804079883153,4681.441223964946,1560.4804079883154,468.1441223964946
769,46511.78473524991,15503.928245083303,4651.178473524991,1550.3928245083302,465.1178473524991
770,46121.250648576,15373.750216192,4612.1250648576,1537.3750216192,461.21250648576
771,46405.18841611503,15468.39613870501,4640.518841611503,1546.8396138705011,464.0518841611503
772,46903.59784935151,15634.532616450502,4690.359784935151,1563.4532616450504,469.0359784935151
773,47374.78286127782,15791.594287092606,4737.478286127782,1579.1594287092607,473.7478286127782
774,47999.56394042188,15999.854646807295,4799.956394042189,1599.9854646807294,479.9956394042188
775,48425.44120959779,16141.813736532597,4842.544120959779,1614.1813736532597,484.2544120959779
776,48485.951370521536,16161.983790173845,4848.595137052153,1616.1983790173845,484.8595137052153
777,48725.26475549833,16241.754918499442,4872.526475549833,1624.1754918499444,487.2526475549833
778,49015.06205201426,16338.354017338086,4901.506205201426,1633.8354017338088,490.1506205201426
779,48976.62751005514,16325.542503351715,4897.662751005514,1632.5542503351714,489.76627510055147
780,48645.41731076582,16215.139103588608,4864.541731076582,1621.5139103588608,486.4541731076582
781,48667.18116968433,16222.39372322811,4866.718116968433,1622.239372322811,486.6718116968433
782,48969.75330802665,16323.251102675551,4896.975330802666,1632.3251102675551,489.6975330802665
783,49133.51529295193,16377.838430983978,4913.351529295193,1637.7838430983977,491.3351529295193
784,49300.910770635426,16433.636923545142,4930.091077063542,1643.3636923545141,493.00910770635426
785,49228.48781926362,16409.49593975454,4922.848781926362,1640.949593975454,492.2848781926362
786,49747.59232818677,16582.53077606226,4974.759232818677,1658.2530776062258,497.4759232818678
787,50544.68832382773,16848.229441275907,5054.468832382772,1684.822944127591,505.4468832382773
788,51373.51022878262,17124.503409594206,5137.3510228782625,1712.4503409594208,513.7351022878262
789,51963.77531488521,17321.25843829507,5196.3775314885215,1732.1258438295072,519.6377531488521
790,52716.712432416716,17572.237477472238,5271.671243241672,1757.2237477472238,527.1671243241672
791,52524.463399993314,17508.154466664437,5252.446339999331,1750.815446666444,525.2446339999332
792,52114.14667198097,17371.382223993656,5211.414667198097,1737.1382223993658,521.1414667198097
793,51940.8514890487,17313.61716301623,5194.08514890487,1731.3617163016233,519.408514890487
794,51560.14970255539,17186.716567518466,5156.014970255539,1718.6716567518465,515.601497025554
795,51372.61054178205,17124.20351392735,5137.261054178205,1712.420351392735,513.7261054178206
796,51364.543226341935,17121.514408780644,5136.454322634193,1712.1514408780645,513.6454322634194
797,50914.637885362274,16971.545961787426,5091.463788536227,1697.1545961787424,509.1463788536227
798,50343.921107052935,16781.30703568431,5034.392110705293,1678.130703568431,503.4392110705293
799,49912.99084340746,16637.66361446915,4991.299084340746,1663.7663614469152,499.1299084340746
800,50122.07620225637,16707.358734085457,5012.207620225638,1670.7358734085458,501.22076202256375
801,51545.23197432281,17181.743991440937,5154.523197432281,1718.1743991440937,515.4523197432281
802,52590.938827020815,17530.31294234027,5259.093882702081,1753.031294234027,525.9093882702081
803,53805.22423985524,17935.074746618415,5380.522423985524,1793.5074746618416,538.0522423985525
804,55008.12586682189,18336.041955607296,5500.812586682188,1833.6041955607295,550.0812586682189
805,56435.729081557816,18811.909693852605,5643.572908155781,1881.1909693852604,564.3572908155782
806,57631.892405389066,19210.630801796357,5763.189240538906,1921.0630801796356,576.3189240538907
807,58746.34476326749,19582.114921089164,5874.634476326749,1958.2114921089162,587.4634476326748
808,59561.1468483473,19853.71561611577,5956.114684834731,1985.3715616115767,595.611468483473
809,60693.29089955179,20231.096966517263,6069.3290899551785,2023.1096966517262,606.9329089955179
810,61018.98989388662,20339.663297962205,6101.898989388662,2033.9663297962206,610.1898989388662
811,61882.84966242564,20627.61655414188,6188.284966242564,2062.7616554141878,618.8284966242564
812,62746.869060020595,20915.623020006864,6274.68690600206,2091.5623020006865,627.468690600206
813,63593.539113333296,21197.8463711111,6359.35391133333,2119.78463711111,635.935391133333
814,64626.218138037875,21542.07271267929,6462.6218138037875,2154.207271267929,646.2621813803787
815,64892.53189994933,21630.843966649776,6489.253189994934,2163.0843966649777,648.9253189994934
816,66131.67482699003,22043.891608996673,6613.167482699002,2204.3891608996673,661.3167482699002
817,67497.05604891175,22499.01868297058,6749.7056048911745,2249.901868297058,674.9705604891175
818,68815.19874466643,22938.399581555477,6881.519874466643,2293.8399581555477,688.1519874466643
819,70311.55036471569,23437.18345490523,7031.155036471569,2343.7183454905226,703.1155036471569
820,71111.06031115868,23703.686770386226,7111.106031115867,2370.3686770386225,711.1106031115868
821,71162.42834157037,23720.80944719012,7116.242834157037,2372.080944719012,711.6242834157036
822,71478.01727308234,23826.00575769411,7147.801727308233,2382.600575769411,714.7801727308233
823,71525.10171424146,23841.70057141382,7152.510171424146,2384.170057141382,715.2510171424146
824,71150.24920452764,23716.74973484255,7115.0249204527645,2371.6749734842547,711.5024920452764
825,70699.317768488,23566.43925616267,7069.931776848801,2356.643925616267,706.9931776848802
826,69724.89321595387,23241.631071984622,6972.489321595386,2324.163107198462,697.2489321595386
827,68653.82403426433,22884.608011421442,6865.3824034264335,2288.460801142144,686.5382403426433
828,67838.54868257005,22612.84956085668,6783.8548682570045,2261.284956085668,678.3854868257005
829,67010.36042866012,22336.786809553374,6701.036042866012,2233.6786809553373,670.1036042866012
830,66770.67834845699,22256.892782818995,6677.067834845699,2225.6892782818995,667.7067834845699
831,67752.28421465779,22584.094738219264,6775.228421465779,2258.4094738219264,677.5228421465779
832,68449.35521766567,22816.451739221888,6844.935521766566,2281.645173922189,684.4935521766566
833,69259.9917265204,23086.66390884013,6925.999172652039,2308.6663908840133,692.5999172652039
834,69757.71261904149,23252.57087301383,6975.771261904149,2325.257087301383,697.5771261904149
835,70690.34067955807,23563.44689318602,7069.034067955806,2356.344689318602,706.9034067955806
836,70454.03310190034,23484.677700633445,7045.403310190034,2348.4677700633447,704.5403310190034
837,70256.58992874408,23418.86330958136,7025.658992874408,2341.886330958136,702.5658992874407
838,70401.58775189935,23467.195917299785,7040.158775189936,2346.7195917299787,704.0158775189935
839,70245.07596172093,23415.02532057364,7024.507596172092,2341.502532057364,702.4507596172092
840,70424.46214492955,23474.82071497652,7042.446214492955,2347.4820714976518,704.2446214492956
841,69926.78251162767,23308.927503875886,6992.678251162766,2330.8927503875884,699.2678251162766
842,69641.13932792279,23213.7131093076,6964.11393279228,2321.37131093076,696.4113932792279
843,69183.19010433876,23061.06336811292,6918.319010433876,2306.106336811292,691.8319010433876
844,69519.70154015307,23173.23384671769,6951.970154015306,2317.323384671769,695.1970154015306
845,69391.98465160844,23130.661550536144,6939.198465160843,2313.0661550536142,693.9198465160844
846,70510.78133229115,23503.593777430386,7051.078133229115,2350.3593777430383,705.1078133229115
847,71508.64017872156,23836.213392907186,7150.864017872156,2383.6213392907184,715.0864017872156
848,72705.99022017045,24235.330073390152,7270.599022017045,2423.533007339015,727.0599022017045
849,73563.00782374573,24521.00260791524,7356.300782374573,2452.1002607915243,735.6300782374573
850,74576.41024195205,24858.803413984017,7457.641024195204,2485.8803413984015,745.7641024195204
851,74021.78361305596,24673.92787101865,7402.178361305595,2467.392787101865,740.2178361305596
852,73958.58129181532,24652.86043060511,7395.858129181533,2465.286043060511,739.5858129181534
853,73289.85252414306,24429.95084138102,7328.985252414306,2442.9950841381024,732.8985252414307
854,72890.2805475844,24296.760182528138,7289.028054758442,2429.6760182528137,728.9028054758442
855,72763.56152707331,24254.520509024434,7276.356152707331,2425.4520509024437,727.6356152707331
856,72785.11264478623,24261.704214928744,7278.511264478623,2426.1704214928745,727.8511264478624
857,72890.72602827515,24296.908676091716,7289.072602827515,2429.6908676091716,728.9072602827515
858,72374.56692697536,24124.855642325118,7237.456692697535,2412.4855642325115,723.7456692697535
859,72246.98847296753,24082.329490989177,7224.698847296753,2408.2329490989177,722.4698847296753
860,71932.90708158074,23977.635693860248,7193.290708158074,2397.7635693860248,719.3290708158074
861,72710.00825318195,24236.669417727317,7271.000825318195,2423.6669417727317,727.1000825318195
862,73441.69654271315,24480.565514237718,7344.169654271315,2448.056551423772,734.4169654271316
863,74660.71134618837,24886.903782062793,7466.071134618837,2488.690378206279,746.6071134618837
864,75490.67396415828,25163.55798805276,7549.067396415828,2516.3557988052758,754.9067396415828
865,76502.74099371974,25500.913664573247,7650.2740993719735,2550.0913664573245,765.0274099371974
866,76984.8528178069,25661.617605935633,7698.4852817806905,2566.1617605935635,769.848528178069
867,77403.9743338415,25801.324777947168,7740.39743338415,2580.1324777947166,774.0397433384151
868,77533.59522189568,25844.531740631894,7753.3595221895675,2584.453174063189,775.3359522189568
869,77709.20695128191,25903.068983760637,7770.920695128191,2590.3068983760636,777.0920695128191
870,77492.14270004217,25830.71423334739,7749.214270004217,2583.071423334739,774.9214270004217
871,77610.72171125232,25870.24057041744,7761.072171125232,2587.024057041744,776.1072171125232
872,77308.96792177882,25769.655973926278,7730.896792177883,2576.965597392628,773.0896792177883
873,77369.21387355051,25789.737957850175,7736.921387355052,2578.9737957850175,773.6921387355052
874,77769.9362140177,25923.31207133923,7776.993621401769,2592.3312071339233,777.699362140177
875,77527.66865305816,25842.556217686055,7752.766865305816,2584.2556217686056,775.2766865305816
876,78263.75389218931,26087.917964063105,7826.375389218931,2608.7917964063104,782.6375389218931
877,78618.92327889665,26206.30775963222,7861.8923278896655,2620.630775963222,786.1892327889665
878,79464.78175822215,26488.260586074048,7946.478175822214,2648.826058607405,794.6478175822215
879,80011.62536553519,26670.541788511728,8001.162536553518,2667.0541788511728,800.1162536553519
880,80678.68334456666,26892.894448188883,8067.868334456665,2689.2894448188886,806.7868334456665
881,80060.50970601517,26686.836568671726,8006.050970601517,2668.6836568671724,800.6050970601517
882,79466.55957603794,26488.853192012644,7946.6559576037935,2648.8853192012643,794.6655957603793
883,78419.6910055649,26139.89700185497,7841.969100556491,2613.989700185497,784.1969100556491
884,77582.76030091055,25860.92010030352,7758.276030091056,2586.092010030352,775.8276030091056
885,76881.10895715367,25627.036319051225,7688.110895715367,2562.703631905122,768.8110895715367
886,75745.26315511881,25248.42105170627,7574.526315511882,2524.8421051706273,757.4526315511881
887,74531.63030185505,24843.876767285015,7453.163030185505,2484.3876767285014,745.3163030185505
888,73550.10105538243,24516.700351794145,7355.010105538244,2451.6700351794143,735.5010105538244
889,72461.34094032185,24153.78031344062,7246.134094032186,2415.378031344062,724.6134094032186
890,71618.78831824438,23872.929439414795,7161.878831824438,2387.2929439414793,716.1878831824438
891,71919.84198613084,23973.280662043613,7191.984198613084,2397.328066204361,719.1984198613084
892,72509.89684283233,24169.965614277444,7250.989684283233,2416.9965614277444,725.0989684283234
893,73048.6997349459,24349.566578315298,7304.86997349459,2434.95665783153,730.486997349459
894,73073.88980139222,24357.963267130737,7307.3889801392215,2435.7963267130735,730.7388980139222
895,73841.81355634234,24613.937852114115,7384.181355634235,2461.393785211412,738.4181355634234
896,73618.71363373606,24539.571211245355,7361.871363373606,2453.957121124535,736.1871363373606
897,73544.48395073421,24514.82798357807,7354.448395073421,2451.482798357807,735.4448395073421
898,73349.47425236409,24449.824750788026,7334.947425236408,2444.982475078803,733.4947425236409
899,73207.24057934171,24402.41352644724,7320.7240579341715,2440.241352644724,732.0724057934171
900,73115.0728519594,24371.69095065313,7311.507285195939,2437.1690950653133,731.1507285195939
901,73501.8459830937,24500.6153276979,7350.18459830937,2450.06153276979,735.018459830937
902,73160.71360385935,24386.90453461978,7316.071360385935,2438.6904534619784,731.6071360385935
903,72942.91910650994,24314.30636883665,7294.291910650994,2431.4306368836646,729.4291910650994
904,72994.56888235091,24331.522960783637,7299.456888235091,2433.1522960783636,729.9456888235092
905,72769.6076468107,24256.535882270233,7276.96076468107,2425.653588227023,727.696076468107
906,73281.4968164384,24427.16560547947,7328.14968164384,2442.7165605479468,732.814968164384
907,74184.02371648444,24728.007905494815,7418.402371648444,2472.8007905494815,741.8402371648444
908,74388.27650360891,24796.092167869636,7438.827650360891,2479.6092167869638,743.882765036089
909,75592.01607562395,25197.33869187465,7559.201607562395,2519.733869187465,755.9201607562395
910,76814.80710089183,25604.93570029728,7681.480710089184,2560.493570029728,768.1480710089184
911,76422.56581353089,25474.1886045103,7642.25658135309,2547.41886045103,764.225658135309
912,75861.28550688106,25287.095168960353,7586.128550688106,2528.709516896035,758.6128550688105
913,75088.1528756907,25029.384291896906,7508.815287569071,2502.9384291896904,750.8815287569071
914,74649.11956996718,24883.039856655723,7464.911956996717,2488.3039856655723,746.4911956996717
915,73847.1685388904,24615.7228462968,7384.71685388904,2461.57228462968,738.471685388904
916,72967.14129526827,24322.38043175609,7296.7141295268275,2432.238043175609,729.6714129526828
917,72257.03649670149,24085.678832233833,7225.703649670149,2408.5678832233834,722.5703649670149
918,71791.39718864132,23930.465729547108,7179.139718864132,2393.046572954711,717.9139718864133
919,70973.84397330656,23657.947991102184,7097.384397330656,2365.7947991102187,709.7384397330655
920,70224.46479647637,23408.15493215879,7022.446479647638,2340.815493215879,702.2446479647638
921,70015.99949623384,23338.66649874461,7001.5999496233835,2333.866649874461,700.1599949623384
922,70140.58279547287,23380.194265157625,7014.058279547287,2338.0194265157625,701.4058279547288
923,70850.31955777905,23616.773185926348,7085.031955777905,2361.677318592635,708.5031955777905
924,70894.33953373178,23631.446511243925,7089.433953373177,2363.1446511243926,708.9433953373177
925,71290.72205680709,23763.574018935695,7129.072205680709,2376.3574018935697,712.9072205680709
926,70691.70570858229,23563.90190286076,7069.1705708582285,2356.390190286076,706.9170570858229
927,69985.84625964385,23328.615419881284,6998.584625964385,2332.8615419881285,699.8584625964385
928,69814.82630458113,23271.60876819371,6981.482630458113,2327.160876819371,698.1482630458113
929,68829.8950751178,22943.298358372598,6882.98950751178,2294.32983583726,688.298950751178
930,67917.00241669582,22639.000805565272,6791.700241669581,2263.9000805565274,679.1700241669582
931,67525.19071590721,22508.396905302405,6752.519071590721,2250.83969053024,675.2519071590721
932,67066.21796788907,22355.405989296356,6706.621796788907,2235.540598929636,670.6621796788908
933,66814.1303857065,22271.376795235505,6681.413038570651,2227.1376795235506,668.1413038570652
934,66143.94010450698,22047.980034835662,6614.394010450699,2204.7980034835664,661.4394010450699
935,65679.80281803655,21893.267606012185,6567.980281803655,2189.326760601218,656.7980281803656
936,66078.89475428943,22026.29825142981,6607.889475428943,2202.629825142981,660.7889475428943
937,66372.09210569366,22124.03070189789,6637.209210569366,2212.4030701897887,663.7209210569366
938,66449.32697892512,22149.77565964171,6644.932697892513,2214.977565964171,664.4932697892513
939,67026.83994401134,22342.279981337113,6702.6839944011335,2234.227998133711,670.2683994401134
940,67366.57713482573,22455.525711608574,6736.657713482572,2245.5525711608575,673.6657713482572
941,66717.84812755592,22239.282709185307,6671.784812755592,2223.928270918531,667.1784812755592
942,66380.71763609853,22126.905878699512,6638.071763609854,2212.6905878699513,663.8071763609854
943,65595.43867861154,21865.146226203848,6559.543867861154,2186.5146226203847,655.9543867861154
944,65161.61258206085,21720.537527353616,6516.161258206085,2172.0537527353617,651.6161258206085
945,64160.302969830955,21386.76765661032,6416.0302969830955,2138.676765661032,641.6030296983096
946,63739.92730690063,21246.642435633545,6373.992730690064,2124.6642435633544,637.3992730690063
947,63303.97632169032,21101.32544056344,6330.3976321690325,2110.132544056344,633.0397632169032
948,62947.9943843184,20982.6647947728,6294.79943843184,2098.26647947728,629.4799438431841
949,62488.49930965356,20829.49976988452,6248.849930965356,2082.949976988452,624.8849930965356
950,62188.305990602756,20729.43533020092,6218.830599060276,2072.9435330200918,621.8830599060276
951,63031.86682908017,21010.62227636006,6303.186682908017,2101.062227636006,630.3186682908017
952,63668.721766858085,21222.907255619364,6366.872176685809,2122.290725561936,636.6872176685808
953,64313.70857364272,21437.90285788091,6431.3708573642725,2143.790285788091,643.1370857364273
954,65461.47782593605,21820.49260864535,6546.147782593605,2182.049260864535,654.6147782593605
955,66432.16268937364,22144.054229791214,6643.2162689373645,2214.4054229791213,664.3216268937364
956,66595.47919885376,22198.493066284587,6659.547919885375,2219.8493066284586,665.9547919885376
957,66961.11316305287,22320.371054350955,6696.111316305287,2232.037105435096,669.6111316305287
958,66899.40654793689,22299.80218264563,6689.940654793689,2229.980218264563,668.9940654793689
959,66702.35726554868,22234.119088516225,6670.235726554868,2223.4119088516227,667.0235726554868
960,67109.87123090289,22369.957076967632,6710.987123090289,2236.995707696763,671.0987123090289
