policy,net_result,net_result_tt,disagrees,gap
MyHook@10000,18641.8547147544,19272.766450153922,False,630.9117353995207
MyHook@6000,27840.67235078329,28448.331448378605,False,607.659097595315
MyHook@3000,28565.50684315851,29137.71445823797,False,572.2076150794601
MyHook@500,7065.384014654154,7587.696420933764,False,522.3124062796096
VolatilityHook,26243.774744285576,26830.72113701432,False,586.9463927287434
MEVChargeHook,26157.37244439124,26721.07525100046,False,563.7028066092207
DAHook,28080.794677405338,28668.226772214442,False,587.4320948091045
BAHook,28251.05345404597,28894.78942649567,False,643.7359724497001
ABHook,27670.669451732487,28246.100553023196,False,575.4311012907092
