policy,regime,gas_price_wei,baseline_median,median_pct,ci_low_pct,ci_high_pct,n_windows
VolatilityHook,high,5000000000,45997.23587733883,-0.025390805853599856,-0.6007616026370125,1.155149585171262,48
VolatilityHook,high,20000000000,43593.69978033219,-2.414352655621404,-4.570465658401891,-0.5843252760928942,48
VolatilityHook,high,80000000000,35491.797073097776,-8.268392136740601,-12.11205825558189,-6.3106604476373285,48
VolatilityHook,mid,5000000000,31629.02349280725,0.4364209206354913,-0.9016241476348921,1.5766734028956002,48
VolatilityHook,mid,20000000000,29197.917933260185,-2.8372849448345745,-4.593817555642264,-1.2514365645811556,48
VolatilityHook,mid,80000000000,23434.225067560998,-11.55808732619145,-13.826150127364626,-9.095300504352586,48
VolatilityHook,low,5000000000,24225.284987892563,-2.0313698683924515,-3.1104284281988983,-0.24224680510512023,48
VolatilityHook,low,20000000000,21641.714987998468,-5.426451125618058,-6.260697469841984,-4.548792921872929,48
VolatilityHook,low,80000000000,16211.958227715344,-13.563346537441193,-15.982773516977362,-12.414020541225545,48
BAHook,high,5000000000,45997.23587733883,4.1216525324143,2.474476689543504,5.855639312713296,48
BAHook,high,20000000000,43593.69978033219,2.9804136507008185,0.1782098699158832,6.235025906930846,48
BAHook,high,80000000000,35491.797073097776,-2.20091350761829,-4.407195625831522,-0.20191247207982085,48
BAHook,mid,5000000000,31629.02349280725,2.759860686434783,0.8357648238370722,4.200675638662601,48
BAHook,mid,20000000000,29197.917933260185,-0.40097062458350136,-2.6935721318950843,0.10625896236621492,48
BAHook,mid,80000000000,23434.225067560998,-7.000177993866061,-9.157188877089771,-4.645742616277939,48
BAHook,low,5000000000,24225.284987892563,0.5358035667440401,-0.6664162026495941,1.8482470712949162,48
BAHook,low,20000000000,21641.714987998468,-1.848783245118056,-2.995931361725164,-0.3738310828383936,48
BAHook,low,80000000000,16211.958227715344,-8.529231331582345,-10.331613301057187,-5.997564501094535,48
DAHook,high,5000000000,45997.23587733883,0.3617623175117707,-1.0154398150250468,1.3788063206152885,48
DAHook,high,20000000000,43593.69978033219,-0.8230609437697742,-1.7233949514589597,0.029772743945341285,48
DAHook,high,80000000000,35491.797073097776,-3.574264674813248,-4.355881185643523,-2.657328664888546,48
DAHook,mid,5000000000,31629.02349280725,0.16268047483916365,-1.1396567935199224,0.7535790603217789,48
DAHook,mid,20000000000,29197.917933260185,-1.0878264442101144,-2.1171326312147913,-0.5982198121896066,48
DAHook,mid,80000000000,23434.225067560998,-4.847255239106155,-6.342493511775667,-3.664349026968609,48
DAHook,low,5000000000,24225.284987892563,-0.4917854206421894,-0.988212725200296,0.2302382962648085,48
DAHook,low,20000000000,21641.714987998468,-2.1635169911666936,-3.0681888114778966,-1.09330692871703,48
DAHook,low,80000000000,16211.958227715344,-5.366008618378162,-6.721139262312184,-3.8144084916105085,48
ABHook,high,5000000000,45997.23587733883,-0.8779160305097348,-1.3603375758966196,-0.5093746863462765,48
ABHook,high,20000000000,43593.69978033219,-2.539163074773596,-2.979577423736946,-2.084424605032623,48
ABHook,high,80000000000,35491.797073097776,-4.997085525805958,-6.5639429619729155,-3.63500751486132,48
ABHook,mid,5000000000,31629.02349280725,-0.8846316352465914,-1.2604640094456458,-0.7021023727413354,48
ABHook,mid,20000000000,29197.917933260185,-2.3791386567246904,-3.18818960441969,-1.931460531286825,48
ABHook,mid,80000000000,23434.225067560998,-5.96908846378978,-8.358540191489416,-4.823655172808827,48
ABHook,low,5000000000,24225.284987892563,-1.3404904499665995,-1.6934541776168877,-1.0046822364040824,48
ABHook,low,20000000000,21641.714987998468,-2.936682436216896,-3.4250524532869266,-2.141656481734398,48
ABHook,low,80000000000,16211.958227715344,-6.902644730439844,-8.147307262679325,-6.022747011936478,48
MEVChargeHook,high,5000000000,45997.23587733883,-7.028155237861356,-9.172306837946989,-5.600845408173347,48
MEVChargeHook,high,20000000000,43593.69978033219,-6.867626445451805,-12.066675739997404,-5.6319552174712815,48
MEVChargeHook,high,80000000000,35491.797073097776,-12.123123109115449,-14.647038618941595,-8.974498183262497,48
MEVChargeHook,mid,5000000000,31629.02349280725,-10.69391979232124,-12.925441257642474,-8.821220001163779,48
MEVChargeHook,mid,20000000000,29197.917933260185,-12.68982619112644,-15.511859047799687,-9.711780821256779,48
MEVChargeHook,mid,80000000000,23434.225067560998,-15.358555934107539,-21.557929032196284,-13.234263678736676,48
MEVChargeHook,low,5000000000,24225.284987892563,-11.608047853201414,-14.218564559994752,-8.501540335669668,48
MEVChargeHook,low,20000000000,21641.714987998468,-13.254373270928706,-16.655816972690975,-8.89026161527487,48
MEVChargeHook,low,80000000000,16211.958227715344,-17.710116217934512,-23.50616680649744,-12.2733592060619,48
