policy,regime,gas_price_wei,baseline_median,median_pct,ci_low_pct,ci_high_pct,n_windows
VolatilityHook,high,5000000000,7324.177970294457,5.10168066836726,-0.4390739796653027,9.411398398768348,48
VolatilityHook,high,20000000000,5763.307553827193,-2.6604727403980233,-6.274456804556405,2.4121763623173726,48
VolatilityHook,high,80000000000,3410.411550274108,-6.781756961678031,-14.471960444925099,4.743402574512365,48
VolatilityHook,mid,5000000000,4350.64536613933,-2.520254355193012,-4.604118909020292,-0.6383939759499363,48
VolatilityHook,mid,20000000000,3082.172704862028,-12.867535331802701,-15.059195135999149,-9.87038303926669,48
VolatilityHook,mid,80000000000,1776.0539088714127,-16.946729612803676,-25.321326965576144,-13.36170497555513,48
VolatilityHook,low,5000000000,2470.9824113425875,-8.069345449550212,-10.053484318158873,-6.373081461995675,48
VolatilityHook,low,20000000000,1711.199781209482,-18.704101533890732,-22.319354231197885,-16.33898597728596,48
VolatilityHook,low,80000000000,806.5620329416431,-27.374525863107696,-46.73233912634963,-21.497727699114208,48
BAHook,high,5000000000,7324.177970294457,11.884948416624352,7.7969240465930385,20.141461084162202,48
BAHook,high,20000000000,5763.307553827193,5.923027427648104,0.8275747309745553,25.824763773168012,48
BAHook,high,80000000000,3410.411550274108,-0.0006467762708472766,-12.53033582447071,9.077957436818842,48
BAHook,mid,5000000000,4350.64536613933,0.14344420099078442,-2.4448043578801943,2.731073559976316,48
BAHook,mid,20000000000,3082.172704862028,-6.0178861864017,-8.049702699258681,-1.866150812164348,48
BAHook,mid,80000000000,1776.0539088714127,-19.765542742682364,-24.141927356999233,-13.368972054827909,48
BAHook,low,5000000000,2470.9824113425875,-3.5694779500179994,-5.726339062730797,-0.7345256538229927,48
BAHook,low,20000000000,1711.199781209482,-10.301864858452479,-13.409254687306252,-4.0798544285621805,48
BAHook,low,80000000000,806.5620329416431,-22.40825024098421,-29.763990299307928,-15.803511074410354,48
DAHook,high,5000000000,7324.177970294457,4.8063902499928846,0.4440497568941135,9.593994896952495,48
DAHook,high,20000000000,5763.307553827193,0.12081476141758817,-1.8767653558764372,4.605312591662576,48
DAHook,high,80000000000,3410.411550274108,-7.301932586769187,-12.777512642545492,-3.727704526046089,48
DAHook,mid,5000000000,4350.64536613933,-2.3879408355451703,-4.033060986737074,-1.1753402706829372,48
DAHook,mid,20000000000,3082.172704862028,-5.195415398028985,-6.719886789875118,-3.784433258397182,48
DAHook,mid,80000000000,1776.0539088714127,-11.260870749214996,-14.599831751796996,-9.131523833496093,48
DAHook,low,5000000000,2470.9824113425875,-3.905604881571292,-4.818078269768488,-1.5924032420935101,48
DAHook,low,20000000000,1711.199781209482,-8.814297589087898,-9.955174378692243,-5.63025044202663,48
DAHook,low,80000000000,806.5620329416431,-10.813371694780985,-14.923354545862308,-4.4954608997484025,48
ABHook,high,5000000000,7324.177970294457,-2.031664272074681,-3.1565686341184094,-1.4779123634617375,48
ABHook,high,20000000000,5763.307553827193,-6.475647906286996,-9.590509538612622,-5.567712494012994,48
ABHook,high,80000000000,3410.411550274108,-16.982187825046523,-20.970330444162197,-11.52332907304696,48
ABHook,mid,5000000000,4350.64536613933,-2.974524778920784,-3.1401004795606613,-2.329763313999592,48
ABHook,mid,20000000000,3082.172704862028,-6.343051137674411,-8.126242474505494,-5.398599249993936,48
ABHook,mid,80000000000,1776.0539088714127,-14.324432578787388,-19.132369360817403,-10.344609278383007,48
ABHook,low,5000000000,2470.9824113425875,-3.336610585473912,-4.757091582181905,-2.6560969766363134,48
ABHook,low,20000000000,1711.199781209482,-10.32894032254616,-11.629611515652874,-7.998233374966632,48
ABHook,low,80000000000,806.5620329416431,-13.283138554464033,-23.612645534655066,-10.227036093447111,48
MEVChargeHook,high,5000000000,7324.177970294457,-2.1237510925977783,-6.116824531726899,3.0516466052532976,48
MEVChargeHook,high,20000000000,5763.307553827193,-5.8646773424988705,-9.534410945753022,6.231976067061741,48
MEVChargeHook,high,80000000000,3410.411550274108,-7.796868504295515,-20.495156042841064,4.94079212284607,48
MEVChargeHook,mid,5000000000,4350.64536613933,-3.0784685312448206,-7.297448016719156,-1.2517708499637472,48
MEVChargeHook,mid,20000000000,3082.172704862028,-6.376485343262161,-9.385508018556967,-3.206813969544027,48
MEVChargeHook,mid,80000000000,1776.0539088714127,-12.815653012913653,-20.334184001942553,-5.272874140174087,48
MEVChargeHook,low,5000000000,2470.9824113425875,-6.69749158207127,-9.877163277605208,-3.8004372388618934,48
MEVChargeHook,low,20000000000,1711.199781209482,-10.734373346517081,-20.31961753028752,-6.808054589902997,48
MEVChargeHook,low,80000000000,806.5620329416431,-24.522096378520875,-39.58603647878077,-15.531730703281227,48
