policy,candle,fee_ab_bps,fee_ba_bps
DAHook,1303,100.0,1.0
DAHook,1304,100.0,1.0
DAHook,1304,100.0,1.0
DAHook,1305,99.0,2.0
DAHook,1307,100.0,1.0
DAHook,1308,100.0,1.0
DAHook,1308,99.0,2.0
DAHook,1309,100.0,1.0
DAHook,1309,99.0,2.0
DAHook,1309,98.0,3.0
DAHook,1310,97.0,4.0
DAHook,1311,96.0,5.0
DAHook,1311,95.0,6.0
DAHook,1312,94.0,7.0
DAHook,1313,93.0,8.0
DAHook,1314,92.0,9.0
DAHook,1314,91.0,10.0
DAHook,1315,92.0,9.0
DAHook,1315,93.0,8.0
DAHook,1316,94.0,7.0
DAHook,1316,95.0,6.0
DAHook,1317,96.0,5.0
DAHook,1321,95.0,6.0
DAHook,1322,94.0,7.0
DAHook,1322,93.0,8.0
DAHook,1323,94.0,7.0
DAHook,1323,93.0,8.0
DAHook,1325,94.0,7.0
DAHook,1326,95.0,6.0
DAHook,1326,96.0,5.0
DAHook,1327,97.0,4.0
DAHook,1327,98.0,3.0
DAHook,1328,99.0,2.0
DAHook,1328,100.0,1.0
DAHook,1330,100.0,1.0
DAHook,1331,99.0,2.0
DAHook,1332,100.0,1.0
DAHook,1335,100.0,1.0
DAHook,1335,100.0,1.0
DAHook,1336,100.0,1.0
DAHook,1339,100.0,1.0
DAHook,1339,100.0,1.0
DAHook,1341,99.0,2.0
DAHook,1342,98.0,3.0
DAHook,1347,97.0,4.0
DAHook,1347,96.0,5.0
DAHook,1348,95.0,6.0
DAHook,1348,94.0,7.0
DAHook,1349,93.0,8.0
DAHook,1349,92.0,9.0
DAHook,1351,93.0,8.0
DAHook,1352,92.0,9.0
DAHook,1353,93.0,8.0
DAHook,1354,94.0,7.0
DAHook,1354,95.0,6.0
DAHook,1356,96.0,5.0
DAHook,1357,95.0,6.0
DAHook,1359,94.0,7.0
DAHook,1360,95.0,6.0
DAHook,1360,94.0,7.0
DAHook,1361,93.0,8.0
DAHook,1361,92.0,9.0
DAHook,1362,91.0,10.0
DAHook,1363,92.0,9.0
DAHook,1363,93.0,8.0
DAHook,1364,94.0,7.0
DAHook,1365,93.0,8.0
DAHook,1366,94.0,7.0
DAHook,1366,93.0,8.0
DAHook,1367,92.0,9.0
DAHook,1369,91.0,10.0
DAHook,1369,90.0,11.0
DAHook,1370,89.0,12.0
DAHook,1371,90.0,11.0
DAHook,1372,91.0,10.0
DAHook,1372,90.0,11.0
DAHook,1373,89.0,12.0
DAHook,1373,88.0,13.0
DAHook,1374,87.0,14.0
DAHook,1375,86.0,15.0
DAHook,1377,87.0,14.0
DAHook,1378,88.0,13.0
DAHook,1380,89.0,12.0
DAHook,1380,88.0,13.0
DAHook,1381,89.0,12.0
DAHook,1381,90.0,11.0
DAHook,1385,89.0,12.0
DAHook,1385,88.0,13.0
DAHook,1386,89.0,12.0
DAHook,1386,88.0,13.0
DAHook,1387,87.0,14.0
DAHook,1387,86.0,15.0
DAHook,1388,85.0,16.0
DAHook,1389,84.0,17.0
DAHook,1390,85.0,16.0
DAHook,1391,86.0,15.0
DAHook,1392,87.0,14.0
DAHook,1393,88.0,13.0
DAHook,1396,87.0,14.0
DAHook,1396,86.0,15.0
DAHook,1397,85.0,16.0
DAHook,1397,86.0,15.0
DAHook,1400,85.0,16.0
DAHook,1406,86.0,15.0
DAHook,1408,87.0,14.0
DAHook,1410,88.0,13.0
DAHook,1410,89.0,12.0
DAHook,1411,90.0,11.0
DAHook,1412,91.0,10.0
DAHook,1413,92.0,9.0
DAHook,1413,93.0,8.0
DAHook,1416,92.0,9.0
DAHook,1418,91.0,10.0
DAHook,1419,90.0,11.0
DAHook,1420,89.0,12.0
DAHook,1421,90.0,11.0
DAHook,1423,91.0,10.0
DAHook,1424,92.0,9.0
DAHook,1426,93.0,8.0
DAHook,1428,94.0,7.0
DAHook,1429,95.0,6.0
DAHook,1431,96.0,5.0
DAHook,1432,97.0,4.0
DAHook,1432,98.0,3.0
DAHook,1433,99.0,2.0
DAHook,1435,98.0,3.0
DAHook,1435,97.0,4.0
DAHook,1437,96.0,5.0
DAHook,1438,97.0,4.0
ABHook,60,29.85,30.15
ABHook,62,30.32,29.68
ABHook,63,30.13,29.87
ABHook,65,30.01,29.99
ABHook,65,29.91,30.09
ABHook,66,29.85,30.15
ABHook,67,30.1,29.9
ABHook,67,30.06,29.94
ABHook,68,29.94,30.06
ABHook,71,30.07,29.93
ABHook,72,30.32,29.68
ABHook,72,30.12,29.88
ABHook,74,30.4,29.6
ABHook,74,30.32,29.68
ABHook,75,30.21,29.79
ABHook,77,30.09,29.91
ABHook,79,30.36,29.64
ABHook,79,30.36,29.64
ABHook,79,30.18,29.82
ABHook,80,30.09,29.91
ABHook,82,30.08,29.92
ABHook,83,30.06,29.94
ABHook,86,30.13,29.87
ABHook,87,30.12,29.88
ABHook,88,30.13,29.87
ABHook,89,30.38,29.62
ABHook,90,30.33,29.67
ABHook,90,30.21,29.79
ABHook,91,30.17,29.83
ABHook,91,29.96,30.04
ABHook,92,29.87,30.13
ABHook,93,29.91,30.09
ABHook,93,29.8,30.2
ABHook,94,29.71,30.29
ABHook,95,29.85,30.15
ABHook,95,29.76,30.24
ABHook,96,29.71,30.29
ABHook,97,29.58,30.42
ABHook,98,29.5,30.5
ABHook,100,29.61,30.39
ABHook,101,29.71,30.29
ABHook,102,29.61,30.39
ABHook,102,29.7,30.3
ABHook,104,29.91,30.09
ABHook,106,29.94,30.06
ABHook,107,30.05,29.95
ABHook,110,30.08,29.92
ABHook,111,30.12,29.88
ABHook,113,29.8,30.2
ABHook,113,29.88,30.12
ABHook,114,29.93,30.07
ABHook,115,30.01,29.99
ABHook,118,30.11,29.89
ABHook,119,30.21,29.79
ABHook,119,30.2,29.8
ABHook,123,30.12,29.88
ABHook,128,29.98,30.02
ABHook,129,29.93,30.07
ABHook,130,29.95,30.05
ABHook,130,29.84,30.16
ABHook,135,29.81,30.19
ABHook,136,30.0,30.0
ABHook,137,29.94,30.06
ABHook,138,29.94,30.06
ABHook,142,29.79,30.21
ABHook,143,29.84,30.16
ABHook,144,29.89,30.11
ABHook,147,29.91,30.09
ABHook,147,29.9,30.1
ABHook,150,29.87,30.13
ABHook,151,29.89,30.11
ABHook,152,29.91,30.09
ABHook,153,29.93,30.07
ABHook,154,29.97,30.03
ABHook,156,30.01,29.99
ABHook,158,29.88,30.12
ABHook,159,30.0,30.0
ABHook,160,30.07,29.93
ABHook,161,30.1,29.9
ABHook,162,30.12,29.88
ABHook,164,30.36,29.64
ABHook,165,30.41,29.59
ABHook,166,30.47,29.53
ABHook,168,29.99,30.01
ABHook,168,30.12,29.88
ABHook,169,30.33,29.67
ABHook,170,30.45,29.55
ABHook,170,30.41,29.59
ABHook,171,30.37,29.63
ABHook,172,30.44,29.56
ABHook,172,30.4,29.6
ABHook,173,30.04,29.96
ABHook,174,30.12,29.88
ABHook,174,30.27,29.73
ABHook,175,30.29,29.71
ABHook,179,30.31,29.69
ABHook,179,30.4,29.6
ABHook,180,30.26,29.74
ABHook,181,30.28,29.72
ABHook,183,30.31,29.69
ABHook,184,30.33,29.67
ABHook,185,30.49,29.51
ABHook,187,30.61,29.39
ABHook,187,30.45,29.55
ABHook,192,30.43,29.57
ABHook,193,30.45,29.55
ABHook,194,30.43,29.57
ABHook,196,30.44,29.56
ABHook,196,30.38,29.62
ABHook,199,30.3,29.7
ABHook,200,30.26,29.74
ABHook,201,30.09,29.91
ABHook,202,30.07,29.93
ABHook,203,30.13,29.87
ABHook,203,30.11,29.89
ABHook,204,30.2,29.8
ABHook,204,30.16,29.84
ABHook,207,30.17,29.83
ABHook,207,30.09,29.91
ABHook,209,30.24,29.76
ABHook,209,30.24,29.76
ABHook,210,30.19,29.81
ABHook,212,30.15,29.85
ABHook,212,30.03,29.97
ABHook,214,30.07,29.93
ABHook,214,30.05,29.95
ABHook,216,30.07,29.93
ABHook,221,29.83,30.17
ABHook,222,29.85,30.15
ABHook,223,29.91,30.09
ABHook,225,30.1,29.9
ABHook,228,30.05,29.95
ABHook,230,30.06,29.94
ABHook,232,30.15,29.85
ABHook,233,30.1,29.9
ABHook,236,30.06,29.94
ABHook,237,30.07,29.93
ABHook,238,30.03,29.97
ABHook,239,29.84,30.16
ABHook,244,30.06,29.94
ABHook,244,30.04,29.96
ABHook,248,30.06,29.94
ABHook,252,30.14,29.86
ABHook,254,30.31,29.69
ABHook,255,30.39,29.61
ABHook,257,30.44,29.56
ABHook,258,30.4,29.6
ABHook,259,30.37,29.63
ABHook,262,30.38,29.62
ABHook,263,30.41,29.59
ABHook,264,30.4,29.6
ABHook,265,30.31,29.69
ABHook,267,30.27,29.73
ABHook,270,30.58,29.42
ABHook,270,30.33,29.67
ABHook,272,30.25,29.75
ABHook,273,30.16,29.84
ABHook,276,30.12,29.88
ABHook,278,30.05,29.95
ABHook,279,30.15,29.85
ABHook,280,30.12,29.88
ABHook,281,29.84,30.16
ABHook,281,30.0,30.0
ABHook,283,30.02,29.98
ABHook,284,30.16,29.84
ABHook,285,30.21,29.79
ABHook,285,30.19,29.81
ABHook,286,30.2,29.8
ABHook,286,30.13,29.87
ABHook,286,30.27,29.73
ABHook,289,30.32,29.68
ABHook,289,30.28,29.72
ABHook,290,30.26,29.74
ABHook,292,30.32,29.68
ABHook,292,30.21,29.79
ABHook,293,30.26,29.74
ABHook,294,30.21,29.79
ABHook,294,30.32,29.68
ABHook,295,30.36,29.64
ABHook,297,30.4,29.6
ABHook,297,30.32,29.68
ABHook,299,30.35,29.65
ABHook,300,30.53,29.47
ABHook,301,30.53,29.47
ABHook,302,30.51,29.49
ABHook,303,30.47,29.53
ABHook,304,30.54,29.46
ABHook,307,30.57,29.43
ABHook,307,30.48,29.52
ABHook,308,30.43,29.57
ABHook,309,30.52,29.48
ABHook,312,30.39,29.61
ABHook,313,30.4,29.6
ABHook,313,30.38,29.62
ABHook,314,30.32,29.68
ABHook,318,30.31,29.69
ABHook,319,30.36,29.64
ABHook,320,30.12,29.88
ABHook,323,30.16,29.84
ABHook,324,30.04,29.96
ABHook,325,30.06,29.94
ABHook,326,30.12,29.88
ABHook,329,30.14,29.86
ABHook,329,30.09,29.91
ABHook,331,30.07,29.93
ABHook,332,30.13,29.87
ABHook,333,30.16,29.84
ABHook,336,30.18,29.82
ABHook,337,30.18,29.82
ABHook,342,30.42,29.58
ABHook,342,30.22,29.78
ABHook,344,30.25,29.75
ABHook,344,30.16,29.84
ABHook,346,30.18,29.82
ABHook,346,30.14,29.86
ABHook,348,30.3,29.7
ABHook,348,30.27,29.73
ABHook,349,30.36,29.64
ABHook,349,30.34,29.66
ABHook,350,30.13,29.87
ABHook,352,30.14,29.86
ABHook,354,30.17,29.83
ABHook,356,30.18,29.82
ABHook,358,30.0,30.0
ABHook,360,29.95,30.05
ABHook,362,30.03,29.97
ABHook,362,29.97,30.03
ABHook,363,29.99,30.01
ABHook,363,29.96,30.04
ABHook,365,29.97,30.03
ABHook,366,30.01,29.99
ABHook,370,30.05,29.95
ABHook,370,30.0,30.0
ABHook,371,29.98,30.02
ABHook,373,30.07,29.93
ABHook,373,30.01,29.99
ABHook,375,30.0,30.0
ABHook,377,30.1,29.9
ABHook,378,30.2,29.8
ABHook,378,30.16,29.84
ABHook,380,30.19,29.81
ABHook,381,30.16,29.84
ABHook,382,30.17,29.83
ABHook,383,30.24,29.76
ABHook,386,30.05,29.95
ABHook,388,30.02,29.98
ABHook,390,29.95,30.05
ABHook,391,29.91,30.09
ABHook,394,29.95,30.05
ABHook,394,29.88,30.12
ABHook,395,29.82,30.18
ABHook,399,29.9,30.1
ABHook,401,29.97,30.03
ABHook,402,29.98,30.02
ABHook,406,29.94,30.06
ABHook,407,30.04,29.96
ABHook,408,30.06,29.94
ABHook,409,30.01,29.99
ABHook,410,30.05,29.95
ABHook,411,30.14,29.86
ABHook,412,30.12,29.88
ABHook,413,29.91,30.09
ABHook,413,30.08,29.92
ABHook,415,30.1,29.9
ABHook,416,30.12,29.88
ABHook,417,30.18,29.82
ABHook,418,30.29,29.71
ABHook,421,30.41,29.59
ABHook,423,30.17,29.83
ABHook,424,30.28,29.72
ABHook,427,30.32,29.68
ABHook,427,30.27,29.73
ABHook,428,30.08,29.92
ABHook,430,30.18,29.82
ABHook,430,30.16,29.84
ABHook,432,30.23,29.77
ABHook,434,30.27,29.73
ABHook,436,30.26,29.74
ABHook,437,30.22,29.78
ABHook,441,30.31,29.69
ABHook,446,30.32,29.68
ABHook,446,30.28,29.72
ABHook,447,30.27,29.73
ABHook,449,30.31,29.69
ABHook,449,30.29,29.71
ABHook,450,30.26,29.74
ABHook,451,30.34,29.66
ABHook,452,30.28,29.72
ABHook,453,30.3,29.7
ABHook,453,30.28,29.72
ABHook,454,30.32,29.68
ABHook,457,30.42,29.58
ABHook,457,30.34,29.66
ABHook,458,30.4,29.6
ABHook,458,30.28,29.72
ABHook,459,30.25,29.75
ABHook,460,30.21,29.79
ABHook,461,29.94,30.06
ABHook,465,30.07,29.93
ABHook,466,30.1,29.9
ABHook,466,30.08,29.92
ABHook,471,30.07,29.93
ABHook,472,30.1,29.9
ABHook,476,30.11,29.89
ABHook,477,30.13,29.87
ABHook,477,30.11,29.89
ABHook,478,30.07,29.93
ABHook,481,30.02,29.98
ABHook,482,29.97,30.03
ABHook,483,30.01,29.99
ABHook,484,30.0,30.0
ABHook,487,30.08,29.92
ABHook,487,29.5,30.5
ABHook,487,29.89,30.11
ABHook,489,29.98,30.02
ABHook,490,30.0,30.0
ABHook,490,29.99,30.01
ABHook,491,30.06,29.94
ABHook,491,29.99,30.01
ABHook,492,29.85,30.15
ABHook,492,29.99,30.01
ABHook,493,30.0,30.0
ABHook,494,30.08,29.92
ABHook,496,30.02,29.98
ABHook,497,30.19,29.81
ABHook,498,30.2,29.8
ABHook,499,30.29,29.71
ABHook,503,30.25,29.75
ABHook,504,30.06,29.94
ABHook,508,30.14,29.86
ABHook,508,30.11,29.89
ABHook,509,30.13,29.87
ABHook,509,30.12,29.88
ABHook,510,30.1,29.9
ABHook,512,29.9,30.1
ABHook,519,30.02,29.98
ABHook,519,29.89,30.11
ABHook,520,30.16,29.84
ABHook,521,30.36,29.64
ABHook,521,30.49,29.51
ABHook,522,30.7,29.3
ABHook,524,31.1,28.9
ABHook,524,31.01,28.99
ABHook,525,31.11,28.89
ABHook,525,31.05,28.95
ABHook,526,30.97,29.03
ABHook,527,31.24,28.76
ABHook,529,31.19,28.81
ABHook,530,30.99,29.01
ABHook,532,31.07,28.93
ABHook,532,31.03,28.97
ABHook,532,30.93,29.07
ABHook,534,30.15,29.85
ABHook,534,30.56,29.44
ABHook,535,30.65,29.35
ABHook,536,30.63,29.37
ABHook,538,30.65,29.35
ABHook,538,30.59,29.41
ABHook,539,30.6,29.4
ABHook,539,30.55,29.45
ABHook,539,30.84,29.16
ABHook,540,30.89,29.11
ABHook,540,31.04,28.96
ABHook,542,31.39,28.61
ABHook,542,31.29,28.71
ABHook,542,30.97,29.03
ABHook,543,30.79,29.21
ABHook,544,30.98,29.02
ABHook,544,30.88,29.12
ABHook,545,30.9,29.1
ABHook,545,30.89,29.11
ABHook,547,30.8,29.2
ABHook,548,30.65,29.35
ABHook,549,30.71,29.29
ABHook,550,30.92,29.08
ABHook,551,30.96,29.04
ABHook,553,31.01,28.99
ABHook,553,31.0,29.0
ABHook,554,30.99,29.01
ABHook,555,31.1,28.9
ABHook,559,31.17,28.83
ABHook,560,31.15,28.85
ABHook,561,31.19,28.81
ABHook,562,31.28,28.72
ABHook,563,31.66,28.34
ABHook,563,31.55,28.45
ABHook,564,31.54,28.46
ABHook,564,31.2,28.8
ABHook,566,31.39,28.61
ABHook,566,31.38,28.62
ABHook,567,31.47,28.53
ABHook,567,30.97,29.03
ABHook,567,31.21,28.79
ABHook,568,31.29,28.71
ABHook,569,31.35,28.65
ABHook,570,31.24,28.76
ABHook,571,31.3,28.7
ABHook,571,31.25,28.75
ABHook,573,31.22,28.78
ABHook,575,31.01,28.99
ABHook,575,31.09,28.91
ABHook,576,31.11,28.89
ABHook,578,31.06,28.94
ABHook,579,31.07,28.93
ABHook,580,30.94,29.06
ABHook,581,30.95,29.05
ABHook,581,30.84,29.16
ABHook,583,30.92,29.08
ABHook,585,30.94,29.06
ABHook,587,31.0,29.0
ABHook,589,30.96,29.04
ABHook,590,30.84,29.16
ABHook,591,30.86,29.14
ABHook,593,30.8,29.2
ABHook,596,30.71,29.29
ABHook,599,30.77,29.23
ABHook,600,30.71,29.29
ABHook,603,30.69,29.31
ABHook,607,30.74,29.26
ABHook,607,30.73,29.27
ABHook,609,30.58,29.42
ABHook,611,30.56,29.44
ABHook,613,30.59,29.41
ABHook,615,30.61,29.39
ABHook,615,30.59,29.41
ABHook,617,30.54,29.46
ABHook,618,30.44,29.56
ABHook,622,30.59,29.41
ABHook,622,30.46,29.54
ABHook,623,30.54,29.46
ABHook,624,30.49,29.51
ABHook,626,30.51,29.49
ABHook,628,30.49,29.51
ABHook,631,30.52,29.48
ABHook,634,30.59,29.41
ABHook,634,30.53,29.47
ABHook,635,30.68,29.32
ABHook,635,30.64,29.36
ABHook,635,30.53,29.47
ABHook,636,30.42,29.58
ABHook,637,30.44,29.56
ABHook,638,30.54,29.46
ABHook,639,30.56,29.44
ABHook,641,30.53,29.47
ABHook,649,30.64,29.36
ABHook,649,30.62,29.38
ABHook,651,30.61,29.39
ABHook,654,30.59,29.41
ABHook,655,30.63,29.37
ABHook,659,30.58,29.42
ABHook,661,30.65,29.35
ABHook,662,30.63,29.37
ABHook,664,30.64,29.36
ABHook,664,30.61,29.39
ABHook,665,30.72,29.28
ABHook,668,30.72,29.28
ABHook,673,30.55,29.45
ABHook,676,30.6,29.4
ABHook,676,30.57,29.43
ABHook,677,30.6,29.4
ABHook,680,30.6,29.4
ABHook,682,30.65,29.35
ABHook,683,30.68,29.32
ABHook,684,30.74,29.26
ABHook,686,30.66,29.34
ABHook,687,30.6,29.4
ABHook,688,30.58,29.42
ABHook,690,30.59,29.41
ABHook,690,30.58,29.42
ABHook,691,30.49,29.51
ABHook,692,30.51,29.49
ABHook,694,30.6,29.4
ABHook,695,30.61,29.39
ABHook,696,30.63,29.37
ABHook,697,30.59,29.41
ABHook,698,30.64,29.36
ABHook,698,30.61,29.39
ABHook,701,30.56,29.44
ABHook,703,30.58,29.42
ABHook,703,30.53,29.47
ABHook,706,30.49,29.51
ABHook,707,30.43,29.57
ABHook,709,30.42,29.58
ABHook,710,30.41,29.59
ABHook,711,30.43,29.57
ABHook,711,30.37,29.63
ABHook,716,30.35,29.65
ABHook,719,30.42,29.58
ABHook,720,30.34,29.66
ABHook,722,30.25,29.75
ABHook,724,30.32,29.68
ABHook,725,30.34,29.66
ABHook,727,30.39,29.61
ABHook,728,30.59,29.41
ABHook,735,30.62,29.38
ABHook,735,30.71,29.29
ABHook,736,30.79,29.21
ABHook,739,30.8,29.2
ABHook,741,30.87,29.13
ABHook,744,30.9,29.1
ABHook,745,30.85,29.15
ABHook,746,30.81,29.19
ABHook,747,30.59,29.41
ABHook,748,30.63,29.37
ABHook,748,30.62,29.38
ABHook,749,30.63,29.37
ABHook,750,30.68,29.32
ABHook,752,30.84,29.16
ABHook,752,30.78,29.22
ABHook,753,30.76,29.24
ABHook,757,30.96,29.04
ABHook,757,30.93,29.07
ABHook,757,30.8,29.2
ABHook,758,30.63,29.37
ABHook,759,30.8,29.2
ABHook,762,30.89,29.11
ABHook,762,30.85,29.15
ABHook,763,30.79,29.21
ABHook,765,30.82,29.18
ABHook,766,30.88,29.12
ABHook,767,30.81,29.19
ABHook,768,30.72,29.28
ABHook,769,30.77,29.23
ABHook,769,30.86,29.14
ABHook,770,30.98,29.02
ABHook,771,31.02,28.98
ABHook,775,31.0,29.0
ABHook,776,30.99,29.01
ABHook,777,30.91,29.09
ABHook,778,30.75,29.25
ABHook,779,30.89,29.11
ABHook,781,30.85,29.15
ABHook,782,30.86,29.14
ABHook,784,30.88,29.12
ABHook,785,30.9,29.1
ABHook,789,30.7,29.3
ABHook,790,30.77,29.23
ABHook,791,30.75,29.25
ABHook,792,30.73,29.27
ABHook,793,30.76,29.24
ABHook,794,30.68,29.32
ABHook,795,30.7,29.3
ABHook,798,30.71,29.29
ABHook,801,31.0,29.0
ABHook,803,31.13,28.87
ABHook,805,31.17,28.83
ABHook,807,31.14,28.86
ABHook,808,31.16,28.84
ABHook,810,31.26,28.74
ABHook,811,31.21,28.79
ABHook,813,31.14,28.86
ABHook,815,31.17,28.83
ABHook,816,31.36,28.64
ABHook,818,31.33,28.67
ABHook,819,31.27,28.73
ABHook,820,31.54,28.46
ABHook,821,31.25,28.75
ABHook,821,31.42,28.58
ABHook,822,31.48,28.52
ABHook,824,31.51,28.49
ABHook,826,31.56,28.44
ABHook,827,31.61,28.39
ABHook,829,31.64,28.36
ABHook,830,31.77,28.23
ABHook,830,31.91,28.09
ABHook,831,31.56,28.44
ABHook,831,31.7,28.3
ABHook,832,31.75,28.25
ABHook,832,32.11,27.89
ABHook,833,32.22,27.78
ABHook,834,32.3,27.7
ABHook,835,32.29,27.71
ABHook,836,32.04,27.96
ABHook,837,32.12,27.88
ABHook,837,32.33,27.67
ABHook,838,32.37,27.63
ABHook,839,32.52,27.48
ABHook,839,33.19,26.81
ABHook,840,32.99,27.01
ABHook,841,32.56,27.44
ABHook,842,32.68,27.32
ABHook,842,32.83,27.17
ABHook,843,32.99,27.01
ABHook,843,32.86,27.14
ABHook,845,32.82,27.18
ABHook,846,33.01,26.99
ABHook,847,33.27,26.73
ABHook,848,33.38,26.62
ABHook,849,33.5,26.5
ABHook,849,34.01,25.99
ABHook,850,34.64,25.36
ABHook,850,34.44,25.56
ABHook,851,34.63,25.37
ABHook,851,35.05,24.95
ABHook,852,34.85,25.15
ABHook,852,34.21,25.79
ABHook,854,34.31,25.69
ABHook,855,34.2,25.8
ABHook,855,34.0,26.0
ABHook,856,34.07,25.93
ABHook,858,34.33,25.67
ABHook,858,34.46,25.54
ABHook,860,34.57,25.43
ABHook,861,34.6,25.4
ABHook,862,34.7,25.3
ABHook,862,34.82,25.18
ABHook,863,35.01,24.99
ABHook,863,35.08,24.92
ABHook,864,35.35,24.65
ABHook,865,35.59,24.41
ABHook,867,35.52,24.48
ABHook,867,35.15,24.85
ABHook,868,35.24,24.76
ABHook,869,35.36,24.64
ABHook,871,35.27,24.73
ABHook,872,35.23,24.77
ABHook,872,34.79,25.21
ABHook,873,34.84,25.16
ABHook,873,34.78,25.22
ABHook,874,34.42,25.58
ABHook,875,34.64,25.36
ABHook,876,34.62,25.38
ABHook,877,34.25,25.75
ABHook,877,34.11,25.89
ABHook,878,34.68,25.32
ABHook,883,35.04,24.96
ABHook,884,35.94,24.06
ABHook,885,35.69,24.31
ABHook,886,35.62,24.38
ABHook,888,35.39,24.61
ABHook,888,35.25,24.75
ABHook,889,35.0,25.0
ABHook,890,35.08,24.92
ABHook,893,34.98,25.02
ABHook,894,34.97,25.03
ABHook,895,35.0,25.0
ABHook,895,34.79,25.21
ABHook,896,34.54,25.46
ABHook,896,34.63,25.37
ABHook,897,34.67,25.33
ABHook,898,34.82,25.18
ABHook,899,34.86,25.14
ABHook,900,34.97,25.03
ABHook,900,35.07,24.93
ABHook,902,34.96,25.04
ABHook,904,34.91,25.09
ABHook,905,34.75,25.25
ABHook,905,34.64,25.36
ABHook,907,34.23,25.77
ABHook,908,34.12,25.88
ABHook,909,33.99,26.01
ABHook,910,34.31,25.69
ABHook,912,34.12,25.88
ABHook,914,34.14,25.86
ABHook,914,34.05,25.95
ABHook,916,33.92,26.08
ABHook,918,33.88,26.12
ABHook,919,34.03,25.97
ABHook,919,33.97,26.03
ABHook,922,33.54,26.46
ABHook,923,33.63,26.37
ABHook,923,33.77,26.23
ABHook,926,33.79,26.21
ABHook,932,34.13,25.87
ABHook,933,34.29,25.71
ABHook,935,34.33,25.67
ABHook,935,34.24,25.76
ABHook,939,34.19,25.81
ABHook,940,34.3,25.7
ABHook,940,34.25,25.75
ABHook,941,34.28,25.72
ABHook,941,34.03,25.97
ABHook,942,34.11,25.89
ABHook,943,34.33,25.67
ABHook,945,34.39,25.61
ABHook,945,34.24,25.76
ABHook,945,34.35,25.65
ABHook,947,34.25,25.75
ABHook,948,34.16,25.84
ABHook,949,34.24,25.76
ABHook,949,34.16,25.84
ABHook,953,34.24,25.76
ABHook,954,34.27,25.73
ABHook,955,34.49,25.51
ABHook,957,34.53,25.47
ABHook,960,34.54,25.46
ABHook,960,34.93,25.07
ABHook,961,34.87,25.13
ABHook,963,34.96,25.04
ABHook,964,34.99,25.01
ABHook,964,35.11,24.89
ABHook,965,35.34,24.66
ABHook,966,35.55,24.45
ABHook,966,35.54,24.46
ABHook,966,35.42,24.58
ABHook,967,35.54,24.46
ABHook,968,35.39,24.61
ABHook,969,35.45,24.55
ABHook,970,35.52,24.48
ABHook,971,35.51,24.49
ABHook,971,35.36,24.64
ABHook,972,35.34,24.66
ABHook,972,35.26,24.74
ABHook,975,35.16,24.84
ABHook,976,35.08,24.92
ABHook,976,35.0,25.0
ABHook,977,34.56,25.44
ABHook,978,34.79,25.21
ABHook,979,34.69,25.31
ABHook,980,34.86,25.14
ABHook,981,34.88,25.12
ABHook,981,34.73,25.27
ABHook,981,35.0,25.0
ABHook,982,34.96,25.04
ABHook,983,35.02,24.98
ABHook,984,35.12,24.88
ABHook,985,35.15,24.85
ABHook,985,34.98,25.02
ABHook,985,35.19,24.81
ABHook,986,35.33,24.67
ABHook,986,35.17,24.83
ABHook,986,35.31,24.69
ABHook,987,35.37,24.63
ABHook,987,35.53,24.47
ABHook,988,35.25,24.75
ABHook,989,35.14,24.86
ABHook,991,35.09,24.91
ABHook,993,34.98,25.02
ABHook,994,34.8,25.2
ABHook,996,34.86,25.14
ABHook,998,34.89,25.11
ABHook,999,34.94,25.06
ABHook,1000,35.27,24.73
ABHook,1000,34.78,25.22
ABHook,1002,34.86,25.14
ABHook,1003,35.02,24.98
ABHook,1003,35.32,24.68
ABHook,1004,35.34,24.66
ABHook,1004,35.43,24.57
ABHook,1005,35.36,24.64
ABHook,1006,35.09,24.91
ABHook,1007,35.21,24.79
ABHook,1008,35.26,24.74
ABHook,1009,35.35,24.65
ABHook,1009,35.29,24.71
ABHook,1010,35.13,24.87
ABHook,1012,35.2,24.8
ABHook,1013,35.24,24.76
ABHook,1015,35.28,24.72
ABHook,1017,35.23,24.77
ABHook,1020,35.27,24.73
ABHook,1020,35.48,24.52
ABHook,1021,35.91,24.09
ABHook,1022,35.97,24.03
ABHook,1023,36.05,23.95
ABHook,1024,36.01,23.99
ABHook,1025,36.59,23.41
ABHook,1025,36.56,23.44
ABHook,1025,36.05,23.95
ABHook,1027,36.14,23.86
ABHook,1027,36.0,24.0
ABHook,1030,36.17,23.83
ABHook,1032,36.21,23.79
ABHook,1033,36.51,23.49
ABHook,1033,36.93,23.07
ABHook,1034,37.28,22.72
ABHook,1035,36.59,23.41
ABHook,1036,37.03,22.97
ABHook,1036,36.28,23.72
ABHook,1037,36.42,23.58
ABHook,1037,36.12,23.88
ABHook,1038,36.19,23.81
ABHook,1039,37.14,22.86
ABHook,1039,36.68,23.32
ABHook,1039,36.51,23.49
ABHook,1040,36.31,23.69
ABHook,1040,35.96,24.04
ABHook,1041,36.05,23.95
ABHook,1042,36.11,23.89
ABHook,1043,36.08,23.92
ABHook,1044,35.82,24.18
ABHook,1046,36.09,23.91
ABHook,1047,36.19,23.81
ABHook,1048,35.95,24.05
ABHook,1050,35.85,24.15
ABHook,1052,35.91,24.09
ABHook,1053,35.81,24.19
ABHook,1053,35.92,24.08
ABHook,1054,36.02,23.98
ABHook,1055,36.32,23.68
