valuation,turnover_multiple,policy,regime,baseline,p,median,win_rate,n,n_effective,significant_fdr
net_result,0.1,ABHook,ALL,MyHook@3000,6.736947342031556e-11,-78.54085260071179,0.1527777777777778,72,72,True
net_result,0.1,BAHook,ALL,MyHook@3000,0.770433381429416,-66.94872045113141,0.4305555555555556,72,72,False
net_result,0.1,DAHook,ALL,MyHook@3000,0.06485632673319461,-41.10801547314355,0.3611111111111111,72,72,False
net_result,0.1,MyHook@10000,ALL,MyHook@3000,0.011935734195933953,31.550566946164622,0.5277777777777778,72,72,True
net_result,0.1,MyHook@500,ALL,MyHook@3000,2.420182463510591e-13,-950.2248792427612,0.041666666666666664,72,72,True
net_result,0.1,MyHook@6000,ALL,MyHook@3000,3.805481885178412e-05,190.1362511044366,0.6527777777777778,72,72,True
