trade_index,candle,price_indexed,fee_bps,fee_ab_bps,fee_ba_bps
460,1087,1.09890445240665,24.93,12.46,12.46
461,1088,1.1001085498974275,17.92,8.95,8.95
462,1090,1.1021569727119038,18.23,9.11,9.11
463,1091,1.1060294092904683,26.58,13.28,13.28
464,1093,1.1089079085676186,26.23,13.11,13.11
465,1096,1.1102851571302945,19.3,9.64,9.64
466,1097,1.1158866118536133,34.7,17.34,17.34
467,1103,1.1198132948677155,34.82,17.4,17.4
468,1105,1.1260669762692683,45.08,22.53,22.53
469,1106,1.1316780498613341,47.21,23.6,23.6
470,1107,1.1370290896476536,47.02,23.5,23.5
471,1108,1.1368184203904508,22.58,11.28,11.28
472,1111,1.1414521476797344,31.54,15.76,15.76
473,1112,1.1450274507214675,31.33,15.66,15.66
474,1113,1.1480777998032068,28.9,14.44,14.44
475,1114,1.1511702908541208,27.84,13.91,13.91
476,1119,1.1521734443169172,18.26,9.12,9.12
477,1124,1.1437986642370912,27.41,13.74,13.74
478,1125,1.1411613193859405,25.32,12.69,12.69
479,1127,1.1520559665102679,34.71,17.35,17.35
480,1128,1.1583877567265273,44.59,22.29,22.29
481,1132,1.147415602628745,25.3,12.68,12.68
482,1133,1.1450407601096673,23.07,11.56,11.56
483,1135,1.1418907542463674,25.38,12.72,12.72
484,1137,1.1403199445203176,19.62,9.82,9.82
485,1153,1.1377342088378317,21.21,10.62,10.62
486,1163,1.1333494796521821,30.01,15.05,15.05
487,1164,1.1321359066023688,20.42,10.23,10.23
488,1165,1.1253746491398078,40.33,20.24,20.24
489,1167,1.1258428983784807,18.15,9.09,9.09
490,1179,1.1228846502151248,22.28,11.16,11.16
491,1182,1.108321905272108,77.0,38.79,38.79
492,1185,1.112874683506734,18.18,9.1,9.1
493,1187,1.1205815462578048,25.34,12.66,12.66
494,1196,1.111920274098516,26.17,13.11,13.11
495,1200,1.1078334006131236,31.61,15.85,15.85
496,1204,1.1154908835395876,18.57,9.28,9.28
497,1208,1.1083615986166668,22.81,11.43,11.43
498,1211,1.1181712291977237,32.53,16.26,16.26
499,1213,1.1226148292425477,35.99,17.99,17.99
500,1217,1.1144453999282053,18.52,9.27,9.27
501,1221,1.1230670792968007,29.17,14.58,14.58
502,1225,1.1269228891219505,31.64,15.81,15.81
503,1226,1.1283262676855648,22.01,11.0,11.0
504,1237,1.1187454755188588,31.72,15.91,15.91
505,1238,1.116359776359233,26.62,13.34,13.34
506,1242,1.113585285521386,25.83,12.94,12.94
507,1245,1.110581081372994,26.5,13.28,13.28
508,1246,1.1077450802621787,26.12,13.09,13.09
509,1261,1.120500087925652,43.97,21.98,21.98
510,1262,1.1197540927172647,18.66,9.32,9.32
511,1272,1.123092806478789,24.16,12.07,12.07
512,1274,1.1246136448158353,18.82,9.4,9.4
